time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Class
0.452,0.397,0.415,0.178,0.035,0.294,0.114,0.066,0.146,1.000
0.067,0.734,0.776,0.124,0.088,0.492,0.180,0.109,0.066,1.000
0.146,0.549,0.363,0.173,0.158,0.478,0.291,0.022,0.076,1.000
0.028,0.577,0.291,0.135,0.088,0.450,0.140,0.049,0.095,1.000
0.001,0.687,0.472,0.184,0.456,0.506,0.361,0.000,0.043,1.000
0.136,0.474,0.554,0.227,0.088,0.502,0.177,0.049,0.080,1.000
0.285,0.585,0.264,0.076,0.211,0.572,0.258,0.027,0.030,1.000
0.171,0.311,0.691,0.141,0.140,0.533,0.333,0.087,0.116,1.000
0.001,0.439,0.685,0.157,0.070,0.492,0.140,0.104,0.211,1.000
0.065,0.274,0.826,0.141,0.439,0.434,0.251,0.049,0.076,1.000
0.076,0.394,0.302,0.119,0.140,0.483,0.184,0.022,0.123,1.000
0.066,0.730,0.631,0.097,0.491,0.554,0.191,0.049,0.083,1.000
0.074,0.455,0.711,0.189,0.263,0.286,0.399,0.077,0.131,1.000
0.005,0.684,0.617,0.184,0.246,0.504,0.003,0.082,0.075,1.000
0.067,0.373,0.417,0.141,0.140,0.530,0.182,0.005,0.073,1.000
0.156,0.443,0.252,0.178,0.175,0.070,0.143,0.038,0.061,1.000
0.047,0.664,0.403,0.162,0.123,0.454,0.102,0.060,0.080,1.000
0.352,0.557,0.631,0.135,0.316,0.596,0.435,0.087,0.046,1.000
0.120,0.492,0.192,0.081,0.035,0.459,0.144,0.000,0.046,1.000
0.088,0.558,0.329,0.146,0.000,0.488,0.148,0.044,0.103,1.000
0.278,0.354,0.169,0.043,0.035,0.247,0.111,0.126,0.121,1.000
0.138,0.622,0.364,0.146,0.105,0.106,0.124,0.126,0.022,1.000
0.091,0.575,0.418,0.189,0.544,0.558,0.389,0.033,0.065,1.000
0.049,0.429,0.509,0.059,0.263,0.510,0.288,0.071,0.046,1.000
0.072,0.563,0.775,0.135,0.404,0.523,0.370,0.082,0.013,1.000
0.146,0.454,0.558,0.184,0.281,0.550,0.195,0.000,0.104,1.000
0.045,0.663,0.395,0.205,0.018,0.579,0.010,0.027,0.012,1.000
0.468,0.419,0.387,0.097,0.105,0.363,0.119,0.038,0.083,1.000
0.053,0.726,0.788,0.108,0.228,0.422,0.463,0.251,0.096,1.000
0.129,0.568,0.760,0.168,0.070,0.400,0.423,0.208,0.023,1.000
0.009,0.772,0.243,0.114,0.000,0.392,0.102,0.104,0.310,1.000
0.062,0.505,0.273,0.184,0.298,0.588,0.203,0.000,0.008,1.000
0.085,0.509,0.261,0.146,0.053,0.485,0.027,0.093,0.124,1.000
0.060,0.362,0.348,0.141,0.053,0.191,0.198,0.055,0.312,1.000
0.100,0.792,0.457,0.222,0.281,0.467,0.403,0.109,0.020,1.000
0.072,0.785,0.789,0.130,0.018,0.348,0.022,0.148,0.036,1.000
0.072,0.841,0.256,0.157,0.158,0.484,0.154,0.027,0.068,1.000
0.025,0.470,0.512,0.130,0.158,0.551,0.219,0.016,0.103,1.000
0.098,0.642,0.428,0.168,0.088,0.571,0.066,0.044,0.058,1.000
0.174,0.858,0.651,0.135,0.070,0.498,0.219,0.104,0.007,1.000
0.428,0.415,0.310,0.141,0.228,0.590,0.200,0.022,0.032,1.000
0.129,0.765,0.608,0.227,0.246,0.459,0.239,0.038,0.030,1.000
0.121,0.330,0.296,0.065,0.070,0.338,0.120,0.115,0.330,1.000
0.079,0.519,0.408,0.168,0.316,0.473,0.112,0.055,0.045,1.000
0.052,0.672,0.538,0.130,0.140,0.546,0.249,0.000,0.144,1.000
0.083,0.543,0.667,0.173,0.018,0.356,0.323,0.153,0.158,1.000
0.023,0.354,0.552,0.184,0.000,0.351,0.244,0.087,0.055,1.000
0.095,0.670,0.640,0.205,0.140,0.567,0.084,0.158,0.035,1.000
0.053,0.437,0.242,0.065,0.140,0.386,0.122,0.169,0.065,1.000
0.101,0.338,0.340,0.168,0.351,0.503,0.250,0.098,0.010,1.000
0.023,0.555,0.211,0.081,0.158,0.333,0.029,0.164,0.211,1.000
0.083,0.530,0.681,0.135,0.281,0.467,0.205,0.049,0.093,1.000
0.133,0.415,0.336,0.200,0.333,0.562,0.385,0.033,0.040,1.000
0.141,0.784,0.583,0.162,0.070,0.450,0.269,0.077,0.046,1.000
0.070,0.420,0.410,0.168,0.421,0.553,0.344,0.016,0.073,1.000
0.087,0.574,0.423,0.092,0.175,0.490,0.348,0.033,0.060,1.000
0.220,0.372,0.416,0.157,0.123,0.429,0.172,0.093,0.017,1.000
0.141,0.283,0.458,0.173,0.123,0.512,0.217,0.027,0.040,1.000
0.168,0.811,0.487,0.130,0.035,0.140,0.080,0.131,0.446,1.000
0.124,0.802,0.444,0.162,0.158,0.326,0.185,0.082,0.350,1.000
0.129,0.599,0.040,0.162,0.035,0.489,0.011,0.038,0.090,1.000
0.002,0.488,0.352,0.135,0.123,0.410,0.122,0.197,0.073,1.000
0.265,0.596,0.399,0.135,0.035,0.512,0.179,0.022,0.295,1.000
0.019,0.402,0.216,0.146,0.105,0.547,0.102,0.049,0.025,1.000
0.263,0.509,0.432,0.141,0.246,0.343,0.166,0.093,0.018,1.000
0.064,0.640,0.411,0.119,0.175,0.041,0.013,0.120,0.186,1.000
0.000,0.478,0.661,0.146,0.175,0.541,0.267,0.093,0.015,1.000
0.054,0.556,0.352,0.027,0.018,0.152,0.078,0.093,0.232,1.000
0.268,0.598,0.221,0.119,0.105,0.345,0.093,0.022,0.017,1.000
0.365,0.663,0.803,0.141,0.211,0.590,0.376,0.093,0.015,1.000
0.073,0.608,0.474,0.184,0.035,0.611,0.325,0.038,0.061,1.000
0.071,0.682,0.412,0.178,0.316,0.531,0.185,0.011,0.060,1.000
0.075,0.505,0.382,0.086,0.105,0.327,0.003,0.126,0.149,1.000
0.112,0.492,0.467,0.157,0.211,0.461,0.122,0.044,0.272,1.000
0.128,0.538,0.252,0.151,0.123,0.648,0.020,0.005,0.008,1.000
0.202,0.497,0.644,0.189,0.140,0.301,0.110,0.109,0.116,1.000
0.062,0.258,0.305,0.151,0.175,0.515,0.291,0.077,0.017,1.000
0.354,0.505,0.405,0.119,0.035,0.429,0.259,0.049,0.033,1.000
0.133,0.422,0.421,0.205,0.035,0.473,0.026,0.104,0.118,1.000
0.131,0.678,0.660,0.222,0.298,0.596,0.251,0.011,0.050,1.000
0.063,0.680,0.735,0.200,0.263,0.483,0.319,0.011,0.096,1.000
0.066,0.730,0.631,0.097,0.491,0.554,0.191,0.049,0.083,1.000
0.001,0.396,0.436,0.130,0.193,0.545,0.226,0.022,0.060,1.000
0.239,0.358,0.288,0.173,0.158,0.375,0.163,0.000,0.061,1.000
0.062,0.529,0.655,0.162,0.175,0.561,0.128,0.120,0.043,1.000
0.083,0.729,0.644,0.195,0.404,0.588,0.043,0.033,0.018,1.000
0.068,0.350,0.455,0.124,0.123,0.560,0.283,0.011,0.123,1.000
0.309,0.501,0.372,0.184,0.000,0.345,0.056,0.011,0.058,1.000
0.122,0.600,0.708,0.114,0.140,0.477,0.304,0.033,0.090,1.000
0.048,0.479,0.469,0.184,0.000,0.518,0.258,0.044,0.041,1.000
0.296,0.508,0.283,0.162,0.123,0.578,0.180,0.005,0.091,1.000
0.049,0.373,0.652,0.184,0.175,0.540,0.284,0.082,0.020,1.000
0.177,0.414,0.328,0.173,0.018,0.247,0.293,0.202,0.090,1.000
0.228,0.601,0.887,0.162,0.000,0.537,0.466,0.071,0.085,1.000
0.072,0.168,0.353,0.205,0.035,0.553,0.159,0.038,0.073,1.000
0.049,0.608,0.470,0.119,0.018,0.574,0.047,0.098,0.119,1.000
0.381,0.535,0.261,0.081,0.018,0.533,0.131,0.011,0.038,1.000
0.068,0.541,0.367,0.141,0.105,0.531,0.253,0.005,0.025,1.000
0.047,0.525,0.391,0.151,0.035,0.397,0.138,0.005,0.148,1.000
0.054,0.572,0.285,0.173,0.035,0.625,0.001,0.011,0.091,1.000
0.088,0.518,0.403,0.135,0.175,0.594,0.170,0.016,0.146,1.000
0.168,0.481,0.410,0.157,0.140,0.477,0.253,0.098,0.056,1.000
0.144,0.572,0.382,0.168,0.088,0.660,0.247,0.016,0.048,1.000
0.068,0.420,0.430,0.184,0.123,0.509,0.119,0.033,0.046,1.000
0.213,0.445,0.468,0.130,0.088,0.543,0.166,0.027,0.068,1.000
0.926,0.690,0.490,0.178,0.053,0.231,0.324,0.153,0.136,1.000
0.055,0.439,0.399,0.130,0.018,0.480,0.041,0.033,0.022,1.000
0.027,0.641,0.321,0.124,0.123,0.454,0.107,0.044,0.071,1.000
0.088,0.064,0.440,0.178,0.053,0.543,0.013,0.022,0.008,1.000
0.094,0.626,0.422,0.205,0.211,0.613,0.380,0.000,0.071,1.000
0.073,0.929,0.533,0.216,0.298,0.364,0.267,0.082,0.045,1.000
0.050,0.604,0.585,0.114,0.070,0.110,0.327,0.049,0.299,1.000
0.162,0.618,0.462,0.135,0.053,0.580,0.139,0.022,0.056,1.000
0.082,0.627,0.510,0.168,0.070,0.603,0.059,0.066,0.033,1.000
0.144,0.528,0.312,0.114,0.211,0.533,0.241,0.011,0.008,1.000
0.096,0.443,0.441,0.114,0.053,0.505,0.186,0.087,0.036,1.000
0.123,0.708,0.689,0.119,0.035,0.391,0.357,0.158,0.070,1.000
0.479,0.459,0.221,0.135,0.070,0.554,0.105,0.038,0.036,1.000
0.069,0.543,0.329,0.162,0.105,0.545,0.068,0.022,0.134,1.000
0.125,0.597,0.184,0.076,0.105,0.504,0.031,0.022,0.028,1.000
0.283,0.330,0.305,0.130,0.140,0.513,0.202,0.011,0.051,1.000
0.015,0.697,0.919,0.151,0.439,0.464,0.367,0.120,0.058,1.000
0.253,0.554,0.354,0.168,0.175,0.407,0.163,0.022,0.093,1.000
0.082,0.609,0.637,0.130,0.140,0.501,0.237,0.142,0.101,1.000
0.001,0.651,0.334,0.124,0.018,0.545,0.171,0.000,0.075,1.000
0.062,0.491,0.721,0.162,0.105,0.499,0.324,0.027,0.012,1.000
0.143,0.492,0.577,0.124,0.035,0.468,0.196,0.033,0.066,1.000
0.075,0.578,0.654,0.119,0.070,0.459,0.286,0.077,0.086,1.000
0.339,0.991,0.797,0.168,0.175,0.421,0.227,0.158,0.013,1.000
0.063,0.608,0.624,0.162,0.246,0.413,0.129,0.038,0.055,1.000
0.304,0.475,0.087,0.070,0.123,0.634,0.119,0.038,0.023,1.000
0.220,0.499,0.415,0.195,0.263,0.553,0.235,0.005,0.090,1.000
0.085,0.412,0.890,0.184,0.561,0.579,0.343,0.033,0.040,1.000
0.120,0.437,0.335,0.103,0.000,0.433,0.065,0.016,0.100,1.000
0.283,0.743,0.245,0.195,0.140,0.622,0.148,0.044,0.027,1.000
0.154,0.441,0.231,0.151,0.070,0.347,0.011,0.005,0.032,1.000
0.088,0.838,0.613,0.195,0.386,0.575,0.208,0.005,0.008,1.000
0.142,0.571,0.380,0.157,0.175,0.530,0.304,0.115,0.038,1.000
0.528,0.259,0.367,0.114,0.018,0.502,0.200,0.022,0.013,1.000
0.118,0.413,0.542,0.151,0.211,0.429,0.101,0.005,0.046,1.000
0.258,0.698,0.355,0.092,0.035,0.469,0.031,0.027,0.151,1.000
0.134,0.383,0.351,0.146,0.053,0.436,0.106,0.066,0.078,1.000
0.164,0.522,0.614,0.146,0.298,0.523,0.324,0.000,0.076,1.000
0.227,0.483,0.637,0.092,0.123,0.442,0.321,0.077,0.154,1.000
0.136,0.493,0.284,0.103,0.035,0.495,0.093,0.060,0.076,1.000
0.635,0.268,0.472,0.114,0.404,0.469,0.450,0.005,0.071,1.000
0.068,0.831,0.625,0.173,0.439,0.513,0.343,0.148,0.017,1.000
0.114,0.601,0.495,0.200,0.070,0.449,0.235,0.027,0.045,1.000
0.097,0.535,0.735,0.124,0.246,0.525,0.348,0.055,0.020,1.000
0.085,0.547,0.207,0.086,0.088,0.392,0.120,0.011,0.015,1.000
0.027,0.417,0.895,0.103,0.053,0.413,0.219,0.246,0.071,1.000
0.336,0.630,0.539,0.157,0.140,0.527,0.056,0.000,0.051,1.000
0.040,0.676,0.459,0.178,0.193,0.334,0.293,0.104,0.362,1.000
0.088,0.498,0.197,0.119,0.088,0.296,0.492,0.049,0.201,1.000
0.074,0.997,0.826,0.157,0.316,0.419,0.249,0.066,0.078,1.000
0.039,0.526,0.422,0.130,0.333,0.482,0.148,0.005,0.040,1.000
0.014,0.491,0.296,0.119,0.246,0.567,0.057,0.000,0.010,1.000
0.054,0.569,0.326,0.216,0.018,0.562,0.023,0.082,0.244,1.000
0.119,0.458,0.550,0.130,0.246,0.448,0.291,0.044,0.070,1.000
0.077,0.734,0.285,0.157,0.140,0.545,0.075,0.060,0.070,1.000
0.045,0.557,0.348,0.119,0.246,0.545,0.139,0.016,0.136,1.000
0.083,0.548,0.508,0.162,0.211,0.335,0.143,0.120,0.128,1.000
0.849,0.550,0.418,0.081,0.281,0.506,0.339,0.033,0.070,1.000
0.063,0.539,0.483,0.200,0.123,0.561,0.385,0.049,0.080,1.000
0.081,0.728,0.516,0.157,0.263,0.501,0.214,0.022,0.036,1.000
0.044,0.530,0.174,0.135,0.211,0.363,0.319,0.033,0.013,1.000
0.175,0.591,0.661,0.151,0.123,0.424,0.057,0.186,0.088,1.000
0.025,0.722,0.274,0.151,0.105,0.644,0.255,0.022,0.050,1.000
0.086,0.538,0.508,0.124,0.316,0.543,0.237,0.038,0.086,1.000
0.011,0.717,0.524,0.059,0.351,0.095,0.254,0.071,0.393,1.000
0.085,0.804,0.498,0.162,0.035,0.499,0.147,0.066,0.060,1.000
0.134,0.412,0.205,0.151,0.140,0.356,0.202,0.000,0.133,1.000
0.004,0.523,0.346,0.141,0.018,0.527,0.315,0.038,0.066,1.000
0.073,0.603,0.363,0.211,0.070,0.548,0.091,0.022,0.023,1.000
0.101,0.489,0.575,0.211,0.263,0.494,0.213,0.082,0.023,1.000
0.057,0.470,0.274,0.114,0.000,0.523,0.047,0.011,0.116,1.000
0.075,0.708,0.198,0.151,0.228,0.432,0.288,0.022,0.101,1.000
0.141,0.098,0.729,0.173,0.070,0.443,0.253,0.066,0.060,1.000
0.081,0.399,0.622,0.103,0.158,0.506,0.307,0.033,0.103,1.000
0.010,0.376,0.202,0.130,0.035,0.578,0.232,0.044,0.036,1.000
0.083,0.694,0.543,0.146,0.281,0.426,0.240,0.033,0.129,1.000
0.085,0.516,0.742,0.162,0.386,0.390,0.389,0.044,0.133,1.000
0.090,0.500,0.068,0.130,0.211,0.177,0.159,0.180,0.219,1.000
0.424,0.437,0.585,0.114,0.123,0.088,0.027,0.098,0.403,1.000
0.138,0.803,0.490,0.124,0.351,0.616,0.398,0.000,0.022,1.000
0.083,0.604,0.762,0.168,0.421,0.520,0.270,0.098,0.025,1.000
0.390,0.576,0.868,0.243,0.123,0.433,0.270,0.164,0.073,1.000
0.776,0.660,0.378,0.178,0.105,0.588,0.283,0.038,0.051,1.000
0.074,0.629,0.511,0.157,0.421,0.582,0.037,0.115,0.013,1.000
0.066,0.443,0.858,0.124,0.070,0.617,0.048,0.066,0.027,1.000
0.868,0.574,0.067,0.076,0.211,0.644,0.024,0.055,0.058,1.000
0.342,0.501,0.201,0.119,0.018,0.562,0.070,0.038,0.032,1.000
0.069,0.612,0.307,0.141,0.053,0.550,0.078,0.011,0.041,1.000
0.082,0.389,0.277,0.162,0.298,0.489,0.015,0.011,0.088,1.000
0.071,0.507,0.521,0.108,0.263,0.540,0.177,0.169,0.425,1.000
0.097,0.531,0.194,0.108,0.404,0.508,0.304,0.033,0.046,1.000
0.092,0.563,0.809,0.157,0.211,0.448,0.312,0.049,0.111,1.000
0.057,0.422,0.175,0.146,0.018,0.554,0.033,0.027,0.033,1.000
0.067,0.446,0.340,0.178,0.316,0.435,0.381,0.071,0.081,1.000
0.360,0.521,0.733,0.200,0.211,0.410,0.321,0.093,0.030,1.000
0.396,0.434,0.438,0.227,0.070,0.441,0.131,0.098,0.000,1.000
0.216,0.621,0.788,0.157,0.333,0.447,0.258,0.142,0.073,1.000
0.169,0.463,0.599,0.070,0.228,0.518,0.367,0.087,0.017,1.000
0.078,0.669,0.277,0.108,0.035,0.622,0.213,0.071,0.036,1.000
0.288,0.497,0.381,0.184,0.035,0.467,0.167,0.044,0.104,1.000
0.056,0.455,0.313,0.173,0.088,0.408,0.161,0.000,0.086,1.000
0.063,0.701,0.346,0.146,0.088,0.520,0.089,0.044,0.096,1.000
0.098,0.381,0.414,0.114,0.211,0.545,0.116,0.038,0.080,1.000
0.269,0.538,0.399,0.157,0.088,0.606,0.046,0.049,0.040,1.000
0.074,0.669,0.690,0.195,0.386,0.555,0.213,0.033,0.010,1.000
0.061,0.616,0.700,0.146,0.175,0.364,0.390,0.131,0.013,1.000
0.046,0.559,0.494,0.189,0.000,0.450,0.151,0.131,0.100,1.000
0.016,0.621,0.732,0.157,0.018,0.406,0.101,0.126,0.090,1.000
0.216,0.281,0.292,0.097,0.018,0.217,0.040,0.011,0.181,1.000
0.084,0.801,0.669,0.168,0.088,0.408,0.037,0.137,0.063,1.000
0.080,0.515,0.541,0.146,0.404,0.527,0.399,0.104,0.035,1.000
0.002,0.248,0.561,0.162,0.491,0.557,0.318,0.098,0.093,1.000
0.068,0.830,0.360,0.135,0.123,0.554,0.019,0.011,0.002,1.000
0.281,0.682,0.555,0.157,0.000,0.344,0.092,0.098,0.051,1.000
0.175,0.581,0.588,0.151,0.088,0.502,0.075,0.022,0.005,1.000
0.086,0.630,0.592,0.178,0.088,0.384,0.099,0.011,0.033,1.000
0.546,0.571,0.587,0.162,0.175,0.585,0.193,0.044,0.129,1.000
0.072,0.645,0.812,0.162,0.333,0.440,0.282,0.038,0.106,1.000
0.283,0.330,0.305,0.130,0.140,0.513,0.202,0.011,0.051,1.000
0.089,0.687,0.482,0.151,0.018,0.384,0.176,0.104,0.284,1.000
0.039,0.526,0.422,0.130,0.333,0.482,0.148,0.005,0.040,1.000
0.163,0.558,0.292,0.135,0.246,0.622,0.264,0.033,0.048,1.000
0.067,0.574,0.337,0.162,0.211,0.641,0.185,0.049,0.078,1.000
0.019,0.306,0.397,0.168,0.158,0.552,0.106,0.038,0.035,1.000
0.438,0.303,0.475,0.168,0.193,0.503,0.279,0.011,0.080,1.000
0.073,0.612,0.311,0.114,0.035,0.499,0.066,0.027,0.342,1.000
0.061,0.528,0.266,0.146,0.298,0.553,0.240,0.016,0.050,1.000
0.283,0.532,0.319,0.151,0.035,0.503,0.208,0.022,0.068,1.000
0.065,0.500,0.618,0.151,0.281,0.498,0.449,0.055,0.075,1.000
0.129,0.415,0.552,0.141,0.404,0.515,0.338,0.000,0.121,1.000
0.144,0.521,0.119,0.168,0.211,0.537,0.318,0.011,0.080,1.000
0.244,0.569,0.619,0.076,0.035,0.541,0.367,0.077,0.043,1.000
0.284,0.516,0.632,0.227,0.018,0.558,0.276,0.005,0.003,1.000
0.050,0.473,0.211,0.119,0.053,0.519,0.184,0.011,0.154,1.000
0.362,0.555,0.937,0.162,0.088,0.403,0.386,0.115,0.126,1.000
0.077,0.446,0.446,0.189,0.211,0.433,0.189,0.044,0.020,1.000
0.005,0.373,0.478,0.130,0.123,0.216,0.103,0.087,0.234,1.000
0.059,0.422,0.427,0.189,0.053,0.487,0.003,0.016,0.086,1.000
0.166,0.492,0.321,0.141,0.140,0.482,0.281,0.066,0.061,1.000
0.405,0.790,0.590,0.135,0.000,0.606,0.196,0.033,0.128,1.000
0.209,0.508,0.870,0.195,0.158,0.418,0.260,0.230,0.027,1.000
0.222,0.251,0.688,0.184,0.000,0.447,0.051,0.071,0.240,1.000
0.069,0.365,0.197,0.141,0.140,0.566,0.023,0.077,0.010,1.000
0.080,0.459,0.328,0.162,0.158,0.540,0.094,0.066,0.022,1.000
0.085,0.697,0.261,0.168,0.018,0.530,0.128,0.049,0.017,1.000
0.119,0.469,0.753,0.211,0.158,0.497,0.276,0.044,0.096,1.000
0.074,0.396,0.269,0.141,0.193,0.419,0.036,0.038,0.186,1.000
0.058,0.331,0.274,0.103,0.123,0.588,0.119,0.027,0.111,1.000
0.129,0.416,0.434,0.114,0.000,0.436,0.224,0.011,0.114,1.000
0.128,0.465,0.604,0.151,0.140,0.574,0.205,0.077,0.033,1.000
0.008,0.226,0.750,0.151,0.316,0.495,0.366,0.230,0.068,1.000
0.301,0.484,0.089,0.168,0.018,0.482,0.158,0.033,0.030,1.000
0.267,0.274,0.224,0.146,0.018,0.620,0.286,0.000,0.020,1.000
0.032,0.390,0.458,0.205,0.035,0.377,0.267,0.044,0.027,1.000
0.075,0.616,0.594,0.189,0.035,0.566,0.145,0.044,0.048,1.000
0.231,0.544,0.655,0.216,0.105,0.257,0.399,0.077,0.098,1.000
0.010,0.774,0.499,0.168,0.333,0.520,0.297,0.098,0.012,1.000
0.071,0.579,0.588,0.130,0.193,0.285,0.258,0.153,0.310,1.000
0.127,0.565,0.498,0.178,0.333,0.433,0.189,0.082,0.022,1.000
0.009,0.498,0.392,0.141,0.000,0.512,0.121,0.011,0.027,1.000
0.037,0.413,0.716,0.211,0.018,0.440,0.024,0.005,0.070,1.000
0.304,0.425,0.529,0.151,0.193,0.405,0.371,0.044,0.045,1.000
0.113,0.500,0.379,0.103,0.140,0.474,0.401,0.049,0.032,1.000
0.115,0.723,0.631,0.200,0.281,0.470,0.365,0.120,0.005,1.000
0.003,0.729,0.808,0.135,0.246,0.369,0.249,0.142,0.124,1.000
0.095,0.599,0.619,0.146,0.035,0.405,0.324,0.158,0.090,1.000
0.023,0.344,0.226,0.151,0.368,0.509,0.158,0.011,0.003,1.000
0.156,0.538,0.462,0.103,0.088,0.310,0.042,0.213,0.151,1.000
0.132,0.542,0.351,0.135,0.070,0.404,0.168,0.055,0.061,1.000
0.516,0.529,0.487,0.173,0.123,0.356,0.121,0.060,0.428,1.000
0.148,0.783,0.564,0.189,0.053,0.497,0.449,0.082,0.111,1.000
0.022,0.648,0.617,0.141,0.404,0.478,0.404,0.044,0.113,1.000
0.143,0.849,0.578,0.097,0.158,0.401,0.341,0.208,0.141,1.000
0.065,0.522,0.451,0.151,0.281,0.502,0.383,0.016,0.086,1.000
0.121,0.538,0.103,0.130,0.140,0.445,0.500,0.011,0.235,1.000
0.839,0.672,0.556,0.173,0.211,0.354,0.022,0.049,0.065,1.000
0.208,0.510,0.448,0.162,0.281,0.421,0.319,0.027,0.088,1.000
0.082,0.422,0.796,0.151,0.158,0.544,0.364,0.066,0.038,1.000
0.140,0.400,0.246,0.205,0.070,0.596,0.073,0.011,0.045,1.000
0.160,0.857,0.735,0.141,0.298,0.488,0.420,0.115,0.036,1.000
0.037,0.661,0.585,0.124,0.246,0.440,0.230,0.022,0.071,1.000
0.009,0.511,0.699,0.108,0.123,0.250,0.022,0.093,0.181,1.000
0.064,0.535,0.675,0.222,0.053,0.481,0.418,0.071,0.139,1.000
0.131,0.008,0.488,0.184,0.140,0.495,0.087,0.049,0.086,1.000
0.045,0.408,0.306,0.168,0.018,0.558,0.048,0.000,0.030,1.000
0.295,0.792,0.422,0.086,0.018,0.301,0.226,0.240,0.061,1.000
0.008,0.849,0.358,0.151,0.123,0.501,0.438,0.022,0.035,1.000
0.098,0.657,0.219,0.195,0.018,0.586,0.301,0.033,0.003,1.000
0.065,0.413,0.413,0.103,0.035,0.510,0.269,0.077,0.068,1.000
0.039,0.568,0.576,0.238,0.070,0.491,0.367,0.131,0.040,1.000
0.072,0.705,0.512,0.162,0.123,0.242,0.219,0.093,0.123,1.000
0.096,0.387,0.094,0.103,0.175,0.534,0.143,0.016,0.033,1.000
0.009,0.350,0.444,0.168,0.018,0.510,0.162,0.022,0.005,1.000
0.000,0.581,0.453,0.124,0.175,0.449,0.179,0.033,0.065,1.000
0.080,0.350,0.494,0.222,0.053,0.539,0.018,0.038,0.086,1.000
0.086,0.575,0.536,0.168,0.070,0.543,0.245,0.027,0.091,1.000
0.088,0.358,0.470,0.184,0.070,0.415,0.103,0.022,0.043,1.000
0.137,0.406,0.302,0.076,0.123,0.596,0.255,0.033,0.032,1.000
0.223,0.725,0.391,0.168,0.228,0.396,0.102,0.049,0.153,1.000
0.131,0.417,0.274,0.157,0.211,0.358,0.071,0.000,0.096,1.000
0.062,0.612,0.307,0.168,0.281,0.484,0.194,0.049,0.043,1.000
0.080,0.470,0.818,0.081,0.333,0.566,0.432,0.120,0.010,1.000
0.081,0.229,0.400,0.081,0.123,0.310,0.071,0.115,0.043,1.000
0.010,0.345,0.452,0.205,0.316,0.446,0.182,0.016,0.166,1.000
0.073,0.695,0.630,0.141,0.368,0.522,0.466,0.153,0.050,1.000
0.052,0.586,0.614,0.205,0.123,0.460,0.328,0.093,0.008,1.000
0.020,0.755,0.428,0.146,0.053,0.459,0.027,0.087,0.101,1.000
0.025,0.940,0.719,0.135,0.018,0.483,0.279,0.087,0.109,1.000
0.141,0.670,0.367,0.135,0.211,0.480,0.250,0.027,0.027,1.000
0.236,0.665,0.918,0.162,0.018,0.361,0.401,0.153,0.153,1.000
0.563,0.560,0.747,0.119,0.298,0.561,0.325,0.011,0.060,1.000
0.076,0.445,0.307,0.168,0.018,0.177,0.042,0.087,0.182,1.000
0.069,0.538,0.088,0.157,0.035,0.529,0.097,0.049,0.104,1.000
0.045,0.525,0.410,0.200,0.140,0.505,0.139,0.005,0.085,1.000
0.064,0.399,0.596,0.205,0.123,0.159,0.057,0.087,0.055,1.000
0.001,0.405,0.274,0.146,0.123,0.509,0.068,0.033,0.002,1.000
0.004,0.439,0.239,0.114,0.123,0.616,0.112,0.055,0.085,1.000
0.069,0.661,0.593,0.135,0.088,0.586,0.210,0.011,0.040,1.000
0.153,0.278,0.776,0.184,0.193,0.573,0.274,0.033,0.073,1.000
0.001,0.629,0.463,0.173,0.105,0.560,0.074,0.005,0.164,1.000
0.058,0.336,0.396,0.168,0.035,0.512,0.046,0.011,0.000,1.000
0.214,0.597,0.333,0.205,0.000,0.631,0.003,0.022,0.013,1.000
0.000,0.561,0.449,0.141,0.123,0.513,0.284,0.033,0.060,1.000
0.058,0.584,0.737,0.216,0.105,0.524,0.293,0.022,0.015,1.000
0.088,0.534,0.607,0.141,0.298,0.530,0.130,0.000,0.046,1.000
0.058,0.466,0.413,0.178,0.211,0.538,0.194,0.005,0.133,1.000
0.087,0.394,0.646,0.168,0.491,0.525,0.343,0.038,0.003,1.000
0.720,0.292,0.392,0.108,0.070,0.317,0.216,0.115,0.139,1.000
0.064,0.490,0.448,0.135,0.105,0.390,0.099,0.066,0.161,1.000
0.065,0.592,0.323,0.119,0.000,0.411,0.176,0.060,0.083,1.000
0.296,0.298,0.675,0.168,0.088,0.397,0.168,0.219,0.279,1.000
0.084,0.608,0.645,0.151,0.000,0.450,0.079,0.087,0.159,1.000
0.350,0.642,0.408,0.141,0.158,0.541,0.372,0.016,0.035,1.000
0.031,0.646,0.319,0.162,0.000,0.431,0.069,0.011,0.159,1.000
0.206,0.802,0.232,0.130,0.000,0.473,0.233,0.016,0.139,1.000
0.121,0.392,0.534,0.130,0.281,0.518,0.222,0.142,0.172,1.000
0.097,0.315,0.359,0.178,0.246,0.533,0.390,0.033,0.051,1.000
0.070,0.362,0.582,0.130,0.211,0.522,0.244,0.044,0.055,1.000
0.140,0.487,0.444,0.130,0.140,0.595,0.231,0.027,0.032,1.000
0.052,0.898,0.939,0.141,0.193,0.509,0.247,0.060,0.020,1.000
0.070,0.581,0.337,0.178,0.281,0.473,0.203,0.000,0.056,1.000
0.088,0.565,0.516,0.124,0.211,0.487,0.015,0.038,0.023,1.000
