bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,7134,R25611,932-029,22-07-2020 00:14,Glu,3,6,1880,2.75,28.65,27.42,5.328,Failed,1.67,0.31,0.1,5.21,448,0.5,0.32
,7134,R25611,932-029,22-07-2020 00:12,Glu,2,7,1881,2.838,28.64,27.32,5.42,Failed,1.75,0.31,0,4.87,418,0.2,0.15
,7138,R25615,932-029,21-07-2020 23:10,Glu,3,4,1232,2.953,26.45,27.35,5.207,Failed,0.7,0.25,0.8,4.14,482,0.1,0
,7138,R25615,932-029,21-07-2020 22:54,Glu,2,4,1232,3.026,26.79,27.14,4.951,Failed,0.72,0.25,0.5,4.75,801,0.1,0.31
,7128,R25605,932-029,21-07-2020 04:20,Glu,2,2,2558,2.79,28.12,27.53,6.487,Failed,3.33,0.22,0.1,3.28,209,5.9,0.45
,7128,R25605,932-029,21-07-2020 04:16,Glu,1,1,3281,2.78,28.08,27.55,6.724,Failed,3.33,0.22,0.9,1.2,92,6.1,2.65
,7312,R25655,932-029,21-07-2020 04:10,Glu,8,8,1580,2.946,28.23,27.37,6.107,Failed,0.7,0.25,0.1,1.58,146,6.1,1.83
,7312,R25655,932-029,21-07-2020 03:48,Glu,2,2,1583,2.853,28.2,27.35,6.545,Failed,0.73,0.29,0.2,3.4,211,9.2,0.95
,7303,R25646,932-029,21-07-2020 01:46,Glu,3,4,253,2.88,29.13,27.37,5.346,Failed,1.82,0.25,0.1,4.78,629,0.7,0.55
,7303,R25646,932-029,21-07-2020 01:30,Glu,2,10,256,2.75,29.31,27.04,5.354,Failed,1.73,0.27,0.2,4.07,559,0.5,1.35
,7307,R25650,932-029,20-07-2020 23:16,Glu,1,2,1866,2.7,27.73,27.04,6.97,Failed,1.72,0.25,0.6,1.31,213,6.3,1.56
,7295,R25638,932-029,20-07-2020 23:02,Glu,8,8,1523,2.874,27.93,26.95,6.606,Failed,1.75,0.19,0.6,2.71,297,8.8,1.32
,7299,R25642,932-029,20-07-2020 19:48,Glu,3,3,1721,2.788,28.32,27.58,5.449,Failed,0.7,0.26,0.2,4.59,504,0.7,0.4
,7329,R25672,932-029,20-07-2020 15:02,Glu,2,2,405,2.84,28.84,27.21,6.432,Failed,1.82,0.03,0.6,1.15,79,1.9,2.64
,7124,R25601,932-029,18-07-2020 17:26,Glu,1,1,4752,2.77,30.08,26.12,6.968,Failed,1.85,0.19,0.7,3.76,306,6.9,1.08
,7154,R25631,932-029,18-07-2020 16:34,Glu,3,1,2974,3.05,28.96,26.89,6.977,Failed,0.77,0.32,0.5,3.19,227,5.8,0.44
,7149,R25626,932-029,18-07-2020 15:56,Glu,3,4,1831,2.603,27.75,28.09,5.084,Failed,10.57,0.14,0.5,2.89,306,2.1,2.73
,7088,R25565,932-029,18-07-2020 15:20,Glu,1,9,1492,2.81,26.85,28.08,5.377,Failed,1.63,0.23,0.8,2.46,619,0.5,1.12
,7308,R25651,932-029,18-07-2020 13:50,Glu,2,4,878,2.808,27.07,28.32,6.819,Failed,1.82,0.33,1,5.29,258,5.7,0.01
,7131,R25608,932-029,18-07-2020 12:52,Glu,3,3,1879,2.69,26.8,28.36,6.572,Failed,1.83,0.13,0.8,0.5,41,10.3,3.81
,7151,R25628,932-029,18-07-2020 12:22,Glu,3,1,1044,2.68,27.01,28.31,6.888,Failed,1.58,0.24,1,3.84,282,7.7,0.21
,7328,R25671,932-029,18-07-2020 10:40,Glu,3,3,891,2.773,26.72,28.04,6.406,Failed,1.65,0.18,0.7,1.01,61,8.3,2.64
,7328,R25671,932-029,18-07-2020 10:36,Glu,2,2,892,2.815,26.79,28.01,6.417,Failed,1.65,0.11,0.7,0.05,13,10.6,3.48
,7320,R25663,932-029,18-07-2020 09:24,Glu,8,8,2631,2.871,28.07,27.23,7.061,Failed,1.83,0.29,1.1,4,414,5.5,0.45
,7146,R25623,932-029,17-07-2020 04:48,Glu,3,2,2435,2.48,30.07,26.73,5.203,Failed,1.58,0.07,1,0.77,516,2.5,2.5
,7146,R25623,932-029,17-07-2020 04:44,Glu,2,2,2446,2.49,30.1,26.81,5.943,Failed,1.62,0.06,1,0,154,6.8,2.78
,7150,R25627,932-029,17-07-2020 04:14,Glu,1,1,2970,2.771,28.92,27.46,6.635,Failed,1.65,0.21,0.1,0.77,71,6.4,2.64
,6710,R25454,932-029,09-07-2020 05:50,Glu,8,2,1469,2.71,30.22,26.52,6.318,Failed,0.88,0.11,0.2,0.95,1,6,2.24
,7060,R25536,932-029,09-07-2020 05:08,Glu,3,13,1524,2.743,29.9,26.77,5.321,Failed,2.22,0.19,0.6,2.91,524,0.7,2.26
,7042,R25510,932-029,09-07-2020 04:04,Glu,2,13,1632,2.69,27.49,28.36,6.945,Failed,3.18,0.2,0.5,3.32,321,6.3,1.27
,7044,R25512,932-029,09-07-2020 01:44,Glu,1,1,1689,2.741,27.34,28.24,7.073,Failed,2.52,0.22,0.5,3.09,303,6.9,0.95
,3810,R25346,932-029,30-06-2020 05:30,Glu,2,9,1333,2.684,29.34,27.49,6.305,Failed,3.45,0.17,0.4,1.35,343,0.4,2.08
,3823,R25362,932-029,30-06-2020 04:10,Glu,2,11,1283,2.595,27.91,28.5,6.536,Failed,2.48,0.17,1.1,1.62,8,4.3,4.51
,3828,R25368,932-029,30-06-2020 01:26,Glu,7,10,1269,2.55,27.39,28.71,5.563,Failed,2.22,0.24,0.5,4.39,568,0,1.14
,3828,R25368,932-029,30-06-2020 01:14,Glu,3,2,1276,2.6,27.38,28.57,6.253,Failed,2.22,0.15,0.9,1.46,559,1.1,2.96
,3828,R25368,932-029,30-06-2020 01:12,Glu,2,12,1272,2.62,27.41,28.52,6.331,Failed,2.28,0.22,0.6,3.58,672,0.8,2.38
,3821,R25360,932-029,29-06-2020 21:10,Glu,8,16,1439,2.657,30.54,26.68,6.366,Failed,3.38,0.09,0.8,0.89,95,6.4,1.29
,3821,R25360,932-029,29-06-2020 20:56,Glu,3,8,1441,2.606,30.91,26.75,5.661,Failed,3.4,0.29,0.1,4.01,703,0.3,0.17
,3821,R25360,932-029,29-06-2020 20:52,Glu,2,11,1442,2.459,31.31,26.75,5.832,Failed,3.4,0.25,0.7,4.2,654,0.3,0.7
,3821,R25360,932-029,29-06-2020 20:50,Glu,1,14,1442,2.625,30.37,26.84,5.329,Failed,3.37,0.27,0.5,4.16,717,0.5,0.26
,3826,R25366,932-029,29-06-2020 20:30,Glu,3,8,1427,2.56,30.02,26.98,5.745,Failed,0.38,0.27,1.3,2.92,561,0.5,1.32
,3826,R25366,932-029,29-06-2020 20:24,Glu,1,1,2155,2.532,31.58,26.33,5.731,Failed,0.35,0.24,1,3.36,622,1.1,0.96
,3843,R25396,932-029,29-06-2020 20:18,Glu,8,4,1147,2.679,30.08,27.32,5.771,Failed,0.3,0.29,2.2,4.38,471,0.1,0.14
,3843,R25396,932-029,29-06-2020 20:00,Glu,2,7,1160,2.779,29.48,27.55,6.065,Failed,0.37,0.25,2.1,3.74,437,0.4,1.73
,3843,R25396,932-029,29-06-2020 19:56,Glu,1,4,1161,2.81,29.41,27.58,6.188,Failed,0.32,0.24,1.8,2.65,439,0.8,1.56
,3836,R25376,932-029,29-06-2020 18:42,Glu,3,13,1417,2.612,29.5,28.06,6.181,Failed,3.42,0.26,0.2,4.04,492,0.1,0.65
,3836,R25376,932-029,29-06-2020 18:38,Glu,2,12,1419,2.526,30.3,28.01,5.719,Failed,3.37,0.28,0.4,4.01,405,0.3,0.42
,3793,R25309,932-029,29-06-2020 18:14,Glu,3,12,473,2.63,28.87,27.65,5.748,Failed,0.42,0.29,1.9,4.44,720,0.4,0.72
,3786,R25302,932-029,29-06-2020 16:34,Glu,1,5,1209,2.81,27.81,27.95,7.316,Failed,2.3,0.22,1.4,4.96,271,7.1,0.34
,3844,R25398,932-029,29-06-2020 16:10,Glu,8,7,1080,2.99,28,27.72,5.914,Failed,0.9,0.17,1.8,5.81,377,3.7,4.09
,3842,R25393,932-029,29-06-2020 15:22,Glu,2,12,441,2.726,28.7,27.26,5.702,Failed,0.32,0.29,1.8,4.21,762,0.2,1.75
,3768,R25272,932-029,29-06-2020 14:58,Glu,3,16,47,2.69,29.26,27.23,5.793,Failed,1.2,0.24,1.2,2.57,574,0,1.84
,3768,R25272,932-029,29-06-2020 14:54,Glu,2,8,47,2.63,29.19,27.26,6.053,Failed,1.18,0.3,0.8,4.79,409,0.6,0.69
,3768,R25272,932-029,29-06-2020 14:52,Glu,1,2,43,2.81,29.31,27.14,6.155,Failed,1.2,0.27,0.9,2.57,411,0,1.85
,3840,R25380,932-029,29-06-2020 14:42,Glu,8,4,1632,2.827,29.11,27.14,5.556,Failed,3,0.09,0.8,0.39,758,3.2,3.57
,3806,R25342,932-029,29-06-2020 12:30,Glu,2,4,117,2.77,29.76,26.75,5.496,Failed,2.52,0.14,0.6,2.3,700,0.6,1.88
,3839,R25379,932-029,28-06-2020 16:12,Glu,1,12,1300,2.698,29.23,26.93,5.859,Failed,2.3,0.24,0.2,4.84,418,0.3,0.31
,3817,R25354,932-029,28-06-2020 15:10,Glu,8,2,1371,2.573,27.68,28.02,6.233,Failed,1.97,0.13,1.5,0.48,435,2.3,2.13
,3827,R25367,932-029,28-06-2020 11:34,Glu,8,12,1509,2.435,27.73,27.94,5.66,Failed,2.45,0.25,1.2,3.91,455,0.2,1.59
,3827,R25367,932-029,28-06-2020 11:18,Glu,3,12,1511,2.581,28,27.87,5.799,Failed,2.47,0.25,1,4.24,524,0.1,1.57
,3818,R25355,932-029,28-06-2020 10:22,Glu,3,16,1494,2.68,27.21,27.81,5.695,Failed,3.47,0.28,0.6,4.09,705,0.4,1.39
,3818,R25355,932-029,28-06-2020 10:20,Glu,2,11,1495,2.64,27.11,27.81,5.857,Failed,3.47,0.25,0.2,4.29,974,0.1,1.04
,3819,R25357,932-029,28-06-2020 10:06,Glu,8,1,2869,2.418,27.31,27.78,5.806,Failed,0.75,0.07,1.2,2.34,259,2.3,3.29
,3769,R25273,932-029,28-06-2020 07:42,Glu,3,9,1634,2.708,28.17,27.19,5.594,Failed,1.08,0.29,0.5,4.33,599,0.4,0.69
,3813,R25349,932-029,26-06-2020 09:18,Glu,3,5,2920,2.577,30.13,26.33,5.701,Failed,0.82,0.27,0.6,4.12,505,0.2,0.45
,3813,R25349,932-029,26-06-2020 09:16,Glu,2,5,2924,2.655,30.2,26.36,5.686,Failed,0.77,0.23,0.8,1.66,457,0.6,1.15
,3784,R25289,932-029,26-06-2020 07:18,Glu,2,7,2545,2.817,28.65,27.48,6.086,Failed,0.87,0.26,0.5,5.05,525,0.1,0.54
,3802,R25318,932-029,25-06-2020 05:54,Glu,8,6,6341,2.485,30.84,26.75,5.453,Failed,2.17,0.21,0.6,3.68,431,0.2,1.49
,3802,R25318,932-029,25-06-2020 05:40,Glu,3,1,5623,2.569,30.81,26.79,6.676,Failed,2.15,0.27,0,1.98,68,5.7,1.12
,3802,R25318,932-029,25-06-2020 05:36,Glu,2,3,5626,2.644,31.06,26.82,6.686,Failed,2.17,0.23,0.9,1.07,131,2.6,2.03
,3747,R25231,932-029,25-06-2020 01:42,Glu,3,2,1482,2.57,29.66,27.19,7.105,Failed,0.22,0.05,0.7,0.57,219,7,1
,3749,R25253,932-029,24-06-2020 23:24,Glu,1,2,1839,2.869,30.67,26.42,7.136,Failed,2.85,0.17,0.3,0.96,224,7.5,1.35
,3725,R25209,932-029,24-06-2020 13:28,Glu,8,10,1016,2.688,30.57,26.75,5.713,Failed,0.27,0.2,0.4,0.63,460,0.5,3.62
,3725,R25209,932-029,24-06-2020 13:10,Glu,2,4,1015,2.811,30.12,27.07,5.519,Failed,0.25,0.23,0,3.81,594,0.5,1.71
,3756,R25260,932-029,24-06-2020 02:18,Glu,8,4,1229,2.63,27.86,28.34,7.148,Failed,3.52,0.01,0.6,0.55,186,6.8,2.23
,3756,R25260,932-029,24-06-2020 02:04,Glu,3,9,1222,2.6,28.1,28.24,6.914,Failed,3.52,0.18,0.1,1.04,201,8.2,2.25
,3753,R25257,932-029,24-06-2020 00:28,Glu,1,9,1066,2.65,28.13,27.85,6.901,Failed,1.07,0.2,0.9,0.93,149,4,0.7
,3799,R25315,932-029,24-06-2020 00:02,Glu,8,10,141,2.665,28.32,27.53,7.325,Failed,0.95,0.21,0.4,5.97,94,3.7,3.27
,3693,R25177,932-029,23-06-2020 23:12,Glu,8,2,1122,2.681,29.44,26.98,7.138,Failed,1,0.25,2.9,3.68,320,5.8,0.23
,3745,R25229,932-029,23-06-2020 05:46,Glu,8,4,1471,2.54,29.88,26.65,5.854,Failed,0.93,0.23,0.8,4.5,436,0.2,0.19
,3796,R25312,932-029,23-06-2020 02:30,Glu,1,6,1749,2.426,26.94,28.32,5.868,Failed,1.03,0.19,3.7,1.02,150,5.2,3.4
,3767,R25271,932-029,23-06-2020 02:24,Glu,7,7,1483,2.39,26.97,28.25,5.813,Failed,3.48,0.12,1.9,1.02,85,9,5.45
,3741,R25225,932-029,22-06-2020 13:24,Glu,8,15,1579,2.576,29.68,26.63,6.405,Failed,0.48,0.11,0.3,1.67,118,2.3,1.29
,3741,R25225,932-029,22-06-2020 13:08,Glu,3,5,1575,2.675,29.43,26.89,6.787,Failed,0.48,0.17,0.3,0.3,187,6.3,1.47
,3730,R25214,932-029,22-06-2020 12:42,Glu,8,3,846,2.554,28.65,27.44,6.259,Failed,0.25,0.2,1.2,3.81,252,6.3,0.11
,3730,R25214,932-029,22-06-2020 12:26,Glu,3,11,2451,2.645,28.69,27.74,7.095,Failed,0.25,0.22,2.6,4.5,417,3.2,0.72
,3720,R25204,932-029,22-06-2020 10:56,Glu,8,2,1411,2.71,27.56,28.39,6.888,Failed,0.48,0.27,2.7,3.04,409,3.2,0.52
,3717,R25201,932-029,22-06-2020 07:40,Glu,8,5,3311,2.555,28.79,27.48,7.233,Failed,0.43,0.25,2.6,4.09,285,6.2,1.61
,3711,R25195,932-029,20-06-2020 15:56,Glu,1,7,2746,2.666,29.14,26.72,6.744,Failed,1.73,0.17,0.6,1.68,291,10.7,1.97
,3677,R25161,932-029,19-06-2020 15:02,Glu,4,10,3044,2.537,29.24,27.04,7.277,Failed,2.58,0.31,1.4,3.95,336,5.8,0.67
,3734,R25218,932-029,19-06-2020 14:14,Glu,8,15,3153,2.813,29.83,26.4,6.643,Failed,2.52,0.1,1,4.68,42,4.8,2.98
,3734,R25218,932-029,19-06-2020 13:58,Glu,3,9,2438,2.976,30.25,26.22,7.072,Failed,2.53,0.02,0.6,1.9,255,18.3,3.62
,3680,R25164,932-029,18-06-2020 04:32,Glu,8,3,4566,2.522,29.76,26.77,6.907,Failed,1.8,0.32,0.8,1.88,327,8,0.78
,3684,R25168,932-029,16-06-2020 17:10,Glu,1,1,1700,2.48,28.12,27.87,6.5,Failed,0.07,0.17,1.6,1,32,1.8,0.91
,3649,R25133,932-029,15-06-2020 21:44,Glu,8,3,113,2.68,27.17,28.24,6.082,Failed,2.37,0.37,2.8,1.22,68,3.2,0.15
,3649,R25133,932-029,15-06-2020 21:30,Glu,3,4,94,2.59,27.21,28.13,6.373,Failed,2.38,0.47,2.7,1.08,58,2.6,0.21
,3662,R25146,932-029,15-06-2020 15:30,Glu,2,5,1796,2.69,26.75,27.56,6.708,Failed,0.1,0.06,0.4,1.08,238,4.2,1.28
,3659,R25143,932-029,15-06-2020 15:06,Glu,3,9,1715,2.981,28.05,27.19,7.041,Failed,0.05,0.38,0.4,1.89,307,8.2,0.83
,3641,R25125,932-029,14-06-2020 16:48,Glu,8,3,156,2.505,28.05,26.13,6.619,Failed,2.42,0.09,0.3,0.13,149,12.3,0.75
,3658,R25142,932-029,14-06-2020 13:58,Glu,3,2,1037,2.667,26.65,27.72,6.827,Failed,0.65,0.06,0.5,0.63,221,7.4,1.69
,3633,R25117,932-029,14-06-2020 13:28,Glu,1,6,1842,2.67,27.09,27.53,7.214,Failed,2.45,0.22,1.8,3.8,420,3.2,0.72
,3627,R25111,932-029,14-06-2020 11:34,Glu,8,12,1238,2.51,27.76,27.28,6.243,Failed,2.4,0.44,3.4,2.77,168,2.7,0.89
,3627,R25111,932-029,14-06-2020 11:18,Glu,3,13,1246,2.57,27.81,27.19,6.581,Failed,2.43,0.5,3.1,2.39,54,3.3,0.45
,3627,R25111,932-029,14-06-2020 11:16,Glu,2,11,1252,2.53,27.88,27.18,7.316,Failed,2.4,0.75,3.9,4.07,216,13.1,0.06
,3627,R25111,932-029,14-06-2020 11:12,Glu,1,4,1248,2.56,27.75,27.12,6.266,Failed,2.43,0.57,4.2,5.22,32,3.5,1.17
,3632,R25116,932-029,14-06-2020 10:54,Glu,3,6,1148,2.786,27.8,26.96,7.001,Failed,2.43,0.28,1.6,3.49,456,2.6,0.93
,3612,R25096,932-029,14-06-2020 10:40,Glu,8,2,1088,2.842,28.33,26.79,6.292,Failed,2.4,0.57,5,8.53,236,6.9,1.8
,3612,R25096,932-029,14-06-2020 10:30,Glu,5,8,1090,2.775,28.35,26.66,6.472,Failed,2.37,0.54,4.3,5.47,42,3.1,0.98
,3612,R25096,932-029,14-06-2020 10:22,Glu,2,15,1089,2.867,28.49,26.54,6.718,Failed,2.4,0.52,3.8,4.82,96,3,0.92
,3597,R25081,932-029,12-06-2020 17:34,Glu,3,1,1381,2.541,30.6875,25.676875,6.814,Failed,0.63,0.17,0.1,2.78,299,6.6,1.05
,3620,R25104,932-029,11-06-2020 01:30,Glu,1,7,41,2.042,27.31,28.7,6.95,Failed,6.42,0.3,2.5,2.59,405,15.9,0.51
,3568,R25052,932-029,10-06-2020 23:00,Glu,2,2,73,2.48,28.82,27.28,7.245,Failed,6.42,0.51,3.4,4.22,432,3.2,0.78
,3617,R25101,932-029,10-06-2020 03:40,Glu,8,15,80,2.426,27.88,27.97,6.9,Failed,6.33,0.3,3,4,414,3.5,0.37
,3538,R25022,932-029,09-06-2020 19:46,Glu,2,13,1724,2.527,27.54,28.57,7.118,Failed,6.3,0.32,2.8,4.68,429,3.3,0.02
,3538,R25022,932-029,09-06-2020 19:40,Glu,1,14,1723,2.507,27.09,28.54,7.008,Failed,6.32,0.34,2.8,3.56,419,5.6,0.09
,3588,R25072,932-029,09-06-2020 16:52,Glu,1,10,1444,2.32,27.41,28.62,6.357,Failed,1.87,0.04,1.5,0.89,80,9.2,3.38
,3610,R25094,932-029,09-06-2020 16:20,Glu,3,15,1606,2.742,27.58,28.47,6.044,Failed,4.32,0.41,2,3.42,428,4,0.52
,3586,R25070,932-029,08-06-2020 17:40,Glu,1,2,3,2.681,28.39,28.27,6.605,Failed,0.93,0.21,0.7,1.41,203,7.3,1.89
,3558,R25042,932-029,08-06-2020 16:50,Glu,3,8,152,2.417,29.98,27.81,7.252,Failed,0.85,0.49,0.7,3.51,369,6.1,0.57
,3558,R25042,932-029,08-06-2020 16:42,Glu,1,1,156,2.599,27.46,28.71,7.021,Failed,0.88,0.18,0.3,1.73,222,6.5,0.75
,3546,R25030,932-029,08-06-2020 14:54,Glu,8,2,1676,2.583,28.79,28.34,6.78,Failed,0.92,0.26,0.9,24.99,368,5.5,29.56
,3546,R25030,932-029,08-06-2020 14:08,Glu,1,2,1696,2.478,28.45,28.41,6.893,Failed,0.93,0.45,0.1,2.15,348,9.7,1.32
,3564,R25048,932-029,08-06-2020 14:02,Glu,8,15,1133,2.512,28.2,28.64,6.408,Failed,0.93,0.34,0.9,1.69,162,5.9,1.67
,3550,R25034,932-029,08-06-2020 11:54,Glu,3,9,2434,2.68,27.63,28.38,6.739,Failed,0.88,0.29,0.2,3.45,270,5.9,1.03
,3539,R25023,932-029,06-06-2020 17:34,Glu,8,1,796,2.56,29.93,25.55,7.403,Failed,1.75,0.16,0,0.87,263,9.4,2.25
,3539,R25023,932-029,06-06-2020 17:12,Glu,1,2,1521,2.6,29.24,25.9,6.361,Failed,1.78,0.23,0.1,2.37,165,6.7,0.4
,3541,R25025,932-029,06-06-2020 15:56,Glu,3,5,838,2.59,28.42,26.52,6.856,Failed,2.55,0.32,0.8,2.37,286,7.8,0.39
,3520,R25004,932-029,06-06-2020 15:10,Glu,6,12,1022,2.517,26.64,27.81,5.411,Failed,0.88,0.16,1.4,1.41,563,2.3,2.75
,3520,R25004,932-029,06-06-2020 15:00,Glu,3,16,1021,2.657,26.69,27.74,6.061,Failed,0.88,0.08,0.8,1.5,103,8.4,3.17
,3565,R25049,932-029,06-06-2020 14:26,Glu,5,6,2471,2.64,26.69,27.69,7.341,Failed,2.62,0.1,0.5,2.87,83,13.3,3.33
,3545,R25029,932-029,05-06-2020 12:16,Glu,8,2,1290,2.65,27.88,27.16,6.644,Failed,1.85,0.23,0.7,3.14,326,6.9,0.59
,3545,R25029,932-029,05-06-2020 12:10,Glu,6,6,1296,2.48,26.85,28.17,6.675,Failed,1.85,0.19,0,0.33,326,6.9,1.34
,3544,R25028,932-029,04-06-2020 18:26,Glu,3,13,3283,2.222,29.19,27.41,6.731,Failed,2.57,0.35,2.4,4.3,404,4.2,0.44
,3549,R25033,932-029,04-06-2020 02:46,Glu,1,9,1456,2.765,28.03,27.28,6.779,Failed,1.72,0.47,1.7,1.73,39,6.1,0.27
,3525,R25009,932-029,03-06-2020 23:04,Glu,3,9,1758,2.47,29.43,27.74,6.36,Failed,2.32,0.35,1.5,1.87,207,5.8,0.34
,3534,R25018,932-029,03-06-2020 16:50,Glu,1,3,1440,2.24,28.33,27.69,6.783,Failed,2.35,0.39,2.5,4.48,401,2,0.81
,3515,R24999,932-029,03-06-2020 15:48,Glu,3,15,532,2.702,27.36,28.02,6.773,Failed,6.98,0.29,2.1,3.95,415,0.4,0.54
,3515,R24999,932-029,03-06-2020 15:38,Glu,1,11,534,2.689,27.75,28.15,6.833,Failed,6.98,0.34,3,4,437,0.6,0.44
,3527,R25011,932-029,03-06-2020 04:06,Glu,1,11,1887,2.643,28.67,27.69,6.585,Failed,0.93,0.21,0.6,2.9,206,5.9,0.96
,3451,R24935,932-029,02-06-2020 17:32,Glu,2,2,1065,2.8,28.47,27.72,6.392,Failed,1.77,0.07,0.7,3.2,73,4.2,4.55
,3427,R24911,932-029,02-06-2020 03:38,Glu,1,15,497,2.55,27.29,27.99,6.732,Failed,0.38,0.18,1.1,3.74,302,5.8,0.34
,3433,R24917,932-029,01-06-2020 13:42,Glu,2,16,1418,2.622,28.45,26.63,7.17,Failed,1.18,0.23,0.8,4.07,393,7.1,0.35
,3478,R24962,932-029,01-06-2020 12:00,Glu,2,1,1411,2.756,26.3,28.85,6.987,Failed,0.35,0.15,0.9,3.49,444,3.7,0.06
,3467,R24951,932-029,01-06-2020 11:12,Glu,3,14,1211,2.61,25.88,28.32,7.369,Failed,1.15,0.22,0.7,3.06,350,6,0.58
,3467,R24951,932-029,01-06-2020 11:08,Glu,2,3,1215,2.61,24.94,29.14,7.29,Failed,1.17,0.24,1.1,3.83,426,6.3,1.08
,3438,R24922,932-029,01-06-2020 10:56,Glu,7,10,1622,2.742,24.72,29.19,6.971,Failed,0.33,0.07,0.3,1.68,403,8.3,1.06
,3439,R24923,932-029,01-06-2020 10:34,Glu,8,11,1048,2.57,25.41,29.07,6.974,Failed,1.12,0.22,0.6,2.61,414,6.4,0.15
,3477,R24961,932-029,01-06-2020 08:54,Glu,2,15,1310,2.67,25.93,28.62,7.348,Failed,1.13,0.22,0.3,1.47,309,6.1,0.79
,3490,R24974,932-029,01-06-2020 07:06,Glu,4,10,1312,2.573,27.36,27.44,7.108,Failed,0.67,0.48,2.2,3.65,406,8.5,0.47
,3464,R24948,932-029,31-05-2020 13:52,Glu,1,9,1620,2.63,27.46,27.02,6.722,Failed,1.1,0.13,0.1,1.48,178,5.7,1.32
,3476,R24960,932-029,31-05-2020 12:06,Glu,8,14,1280,2.804,26.77,27.83,6.611,Failed,1.18,0.07,0.8,1.14,416,9,0.96
,3402,R24886,932-029,27-05-2020 20:32,Glu,3,3,1424,2.46,29.73,26.47,6.851,Failed,0.63,0.53,0,2.48,13,25.2,3.88
,3418,R24902,932-029,27-05-2020 20:18,Glu,8,12,1485,2.5,29.76,26.75,7.372,Failed,0.93,0.15,1.4,2.28,288,11.5,0.32
,3409,R24893,932-029,27-05-2020 19:34,Glu,3,1,278,2.724,27.73,27.44,6.762,Failed,2.97,0.19,1,2.59,36,13,1.74
,3385,R24869,932-029,27-05-2020 17:10,Glu,2,3,1290,2.613,26.6,28.32,6.188,Failed,0.67,0.52,3.7,4.67,180,3.6,0.95
,3419,R24903,932-029,27-05-2020 15:32,Glu,8,3,1346,2.398,28.18,27.51,6.833,Failed,3.03,0.45,1.4,0,177,5.9,0.42
,3419,R24903,932-029,27-05-2020 15:16,Glu,3,14,1349,2.329,28.4,27.6,6.307,Failed,3.05,0.43,2.4,1.77,21,3.7,0.12
,3419,R24903,932-029,27-05-2020 14:48,Glu,1,2,1348,2.428,27.98,28.08,6.795,Failed,3.05,0.77,4.8,5.15,198,1.9,1.12
,3408,R24892,932-029,27-05-2020 06:10,Glu,8,2,1336,2.726,30.25,26.19,7.08,Failed,3.52,0.21,1.3,3.76,320,6.3,0.51
,3408,R24892,932-029,27-05-2020 05:54,Glu,3,1,1346,2.815,30.47,26.38,7.179,Failed,3.5,0.22,1.2,3.88,362,5.7,0.19
,3403,R24887,932-029,27-05-2020 05:18,Glu,2,9,4503,2.566,29.19,26.88,6.595,Failed,1.87,0.38,0.1,0.04,69,8.9,2.52
,3390,R24874,932-029,27-05-2020 03:40,Glu,1,8,2073,2.493,26.91,27.72,6.876,Failed,1.9,0.41,2.4,4.71,408,2.3,0.36
,3444,R24928,932-029,27-05-2020 03:12,Glu,8,1,1925,2.641,27.43,27.35,7.251,Failed,3.05,0.22,0.9,1.49,258,7.4,0.84
,3444,R24928,932-029,27-05-2020 02:54,Glu,2,5,1120,2.633,27.88,27.04,6.355,Failed,3.05,0.07,0.4,1.47,83,9.2,1.4
,3443,R24927,932-029,26-05-2020 22:56,Glu,8,2,1974,2.662,27.65,28.54,7.22,Failed,4.4,0.22,3.3,4.48,408,6.6,0.93
,3405,R24889,932-029,26-05-2020 22:12,Glu,2,13,2773,2.6,27.63,28.34,6.782,Failed,3.42,0.28,0.6,2.22,267,6.7,0.57
,3405,R24889,932-029,26-05-2020 22:08,Glu,1,8,2778,2.53,27.83,28.34,6.994,Failed,3.43,0.11,0.4,1.83,61,3.7,7.54
,3411,R24895,932-029,26-05-2020 22:06,Glu,8,11,1280,2.439,27.83,28.32,7.313,Failed,2.9,0.35,1.6,0.88,305,5.8,1.32
,3428,R24912,932-029,26-05-2020 21:30,Glu,8,5,1779,2.31,27.8,28.61,6.861,Failed,4.35,0.21,1.3,3.28,279,6.1,0.64
,3423,R24907,932-029,25-05-2020 21:14,Glu,8,2,1286,2.57,29.98,26.21,7.169,Failed,3.28,0.24,2.8,6.11,372,6.6,0.22
,3386,R24870,932-029,25-05-2020 19:56,Glu,8,2,1504,2.649,28.57,27.64,6.8,Failed,3.08,0.34,2.9,3.7,317,7.2,0.04
,3367,R24848,932-029,25-05-2020 19:06,Glu,2,1,1384,2.701,28.18,28.38,6.526,Failed,2.2,0.17,0.3,5.06,291,5.9,2.63
,3416,R24900,932-029,25-05-2020 17:48,Glu,1,10,251,2.47,28.76,27.78,6.86,Failed,0.35,0.29,1.9,1.57,6,1,4.82
,3379,R24860,932-029,22-05-2020 11:00,Glu,3,13,2682,2.48,26.23,28.13,7.332,Failed,2.47,0.19,0.5,2.3,169,8.2,4.22
