time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
2553,2.573,6.289,Approved,22.87,2.03,11.3,41.29,40.7,451,5.6,-0.59,21,14.49,-0.28,-0.19
180,2.575,6.526,Approved,23,1.99,12.4,41.16,40.03,405,8.2,-1.13,31,14.98,-0.48,0
773,2.665,6.796,Approved,22.75,2.09,9.2,38.52,35.55,436,6.9,-2.97,21,12.65,-0.47,0.02
1203,2.528,6.458,Approved,22.88,1.97,11.2,41.48,40.72,457,5.4,-0.76,39,13.55,-0.33,-0.08
925,2.44,5.54,Approved,21.63,1.98,10.6,41.46,41.19,630,5.8,-0.27,21,13.25,-0.37,-0.07
2658,2.625,5.961,Approved,24.77,2.03,10.4,39.96,39.33,468,6.6,-0.63,21,16.39,-0.02,0
1687,2.695,6.613,Approved,28.08,2.04,10,40.66,38.7,538,7.2,-1.96,21,12.77,-0.48,0.01
929,2.597,6.111,Approved,22.48,1.96,9.8,38.71,37.11,509,7.6,-1.6,21,11.95,-0.19,-0.02
6030,2.733,6.157,Approved,22.85,2.02,11.8,41.41,40.19,631,6.1,-1.22,21,12.72,-0.04,-0.01
1651,2.54,5.86,Approved,21.62,2.01,11.5,40.47,40.19,431,5.3,-0.28,21,12.26,-0.32,-0.05
1485,2.7,6.664,Approved,21.48,1.98,10.5,41.38,41.19,436,7.1,-0.19,21,10.09,-0.01,0.02
1828,2.783,7.324,Approved,21.43,2.02,11.8,41.37,40.62,256,10,-0.75,53,9.38,-0.07,0.01
1587,2.792,5.784,Approved,21.65,2.07,9.4,38.25,36.64,766,8.3,-1.61,22,12.07,-0.04,0.01
110,2.41,6.1,Approved,23.78,1.97,11.8,40.28,39.5,421,5.7,-0.78,21,11.05,-0.3,-0.17
1695,2.599,6.233,Approved,16.63,2.08,12,40.75,39.91,267,7.9,-0.84,36,14.09,-0.05,-0.08
4583,2.835,6.572,Approved,21.3,1.9,11.4,40.88,40.29,276,6.9,-0.59,40,12.03,-0.3,-0.09
2605,2.685,5.27,Approved,20.5,2.04,9.8,40.79,39.25,609,4.9,-1.54,21,13.1,-0.19,-0.01
1409,2.546,6.909,Approved,21.88,1.89,12.2,41.01,40.27,220,8,-0.74,64,10.73,-0.62,-0.13
3112,2.99,6.08,Approved,21.63,2.02,9.9,41.45,40.26,694,5.5,-1.19,21,11.23,-0.09,-0.02
823,2.372,5.032,Approved,21.43,2.04,13.5,41.99,41.34,955,5.1,-0.65,21,10.39,0,0.05
904,2.48,5.816,Approved,16.45,2.01,11.1,40.41,39.28,428,6.5,-1.13,21,10.91,-0.47,-0.04
1577,2.787,6.194,Approved,25.8,2.1,9,40.51,39.35,361,6.4,-1.16,73,11.95,-0.2,0.03
2882,2.572,6.463,Approved,23.98,2.04,10.2,40.81,40.21,446,5,-0.6,21,13.22,-0.25,-0.07
1366,2.421,6.191,Approved,18.22,2.02,10.7,42,40.26,822,5.4,-1.74,21,13.48,-0.03,0.03
1733,2.824,6.393,Approved,23.9,1.98,11.5,40.76,40.56,483,5.5,-0.2,22,11.41,-0.23,-0.01
465,2.57,6.515,Approved,23.68,2.06,10.4,41.48,40.75,405,6.3,-0.73,23,11.69,-0.24,-0.12
897,2.784,6.633,Approved,22.33,2.06,11,40.94,40.34,380,5,-0.6,10,12.11,-0.14,-0.04
1472,2.488,6.123,Approved,22.53,1.89,11.1,40.23,40.18,390,6.2,-0.05,31,10,-0.06,-0.01
1666,2.568,5.769,Approved,22.32,1.94,10,41.48,40.79,724,5.4,-0.69,21,10.33,-0.09,-0.03
1197,2.497,6.129,Approved,22.27,1.97,10.3,41.27,40.79,602,5.9,-0.48,22,9.16,-0.04,0.02
17127,2.633,6.11,Approved,19.87,2.04,11.6,39.94,39.36,334,6.2,-0.58,32,11.71,-0.22,-0.06
39877,2.374,6.319,Approved,28.62,2.03,10.2,37.06,34.75,575,7,-2.31,22,12.33,-0.45,-0.08
1258,2.65,7.087,Approved,24.9,1.94,11,40.12,38.94,262,10.8,-1.18,36,9.76,-0.24,-0.12
1304,2.655,5.824,Approved,19.93,1.96,10.1,41.1,40,571,4.8,-1.1,21,11.82,-0.29,-0.03
1415,2.529,6.251,Approved,22.23,2.06,10.7,41.08,40.5,728,4.8,-0.58,21,13.07,-0.12,-0.02
2941,2.585,6.507,Approved,23.65,2.03,10.4,40.51,38.32,481,6.7,-2.19,21,10.58,-0.1,-0.03
1654,2.891,6.537,Approved,21.2,2.03,11.5,40.43,38.23,371,10.3,-2.2,32,11.2,-0.62,-0.13
6858,2.676,6.209,Approved,25.43,2,10.4,40.63,39.75,472,5.5,-0.88,21,12.52,-0.03,0.02
2871,2.392,6.148,Approved,17.32,1.89,12.8,40.84,40.48,277,6.5,-0.36,21,9.48,-0.19,-0.02
1203,2.43,6.401,Approved,23.87,2,12.4,40.93,40.09,478,6,-0.84,21,11.1,0,0.02
1332,2.476,6.564,Approved,21.98,2.16,10.8,37.95,35.62,360,6.8,-2.33,36,13.38,-0.31,-0.13
2542,2.72,6.364,Approved,21.53,2.03,11.9,42.1,40.26,473,6.5,-1.84,32,10.96,-0.18,-0.03
1364,2.633,6.202,Approved,24.12,1.95,11.4,41.01,40.4,495,4.5,-0.61,21,10.13,-0.19,-0.03
1413,2.871,6.432,Approved,24.92,1.9,11.4,41.06,40.5,378,5.8,-0.56,21,10.91,-0.11,-0.04
1473,2.515,5.627,Approved,26.1,2.06,9.5,40.95,39.64,712,6.3,-1.31,21,13.19,0.04,0.06
18,2.963,6.554,Approved,18.22,2.06,10.6,41.61,40.26,395,8.4,-1.35,21,14.4,-0.04,0.01
1530,2.472,6.181,Approved,21.8,1.95,11.1,41.29,40.64,388,5.5,-0.65,32,12.05,-0.34,-0.14
319,2.423,6.518,Approved,22.48,2.07,10,36.32,33.48,362,9.2,-2.84,31,13.11,-0.28,-0.01
1499,2.6,6.322,Approved,22.22,2.07,10.2,40.78,39.6,639,6.7,-1.18,21,10.1,-0.18,-0.02
654,2.479,6.251,Approved,22.25,1.96,10.1,40.04,39.25,589,7.4,-0.79,21,9.87,-0.07,-0.02
4892,2.51,6.37,Approved,16.67,1.93,11.7,41.64,40.81,239,5.8,-0.83,40,13.71,-0.25,-0.02
1788,2.592,6.005,Approved,20.58,2.08,10.2,41.68,40.68,471,5.1,-1,21,10.29,-0.06,-0.02
1411,2.747,6.472,Approved,22.95,2.04,11.5,41.5,40.72,386,5.8,-0.78,21,14.8,-0.33,-0.09
4488,2.467,5.576,Approved,20.88,2.05,11.3,41.08,40.36,716,4.1,-0.72,22,13.14,-0.02,0.01
1581,2.441,6.104,Approved,17.73,2.01,10.1,41.49,40.49,476,4.4,-1,21,11.3,-0.13,0
1066,2.57,7.377,Approved,18.72,2.02,11.1,40.62,40.19,312,8.8,-0.43,31,8.84,-0.26,-0.11
1273,2.694,6.568,Approved,18.35,2.02,11.4,40.64,39.97,701,6.3,-0.67,21,10.54,-0.2,-0.1
1768,2.649,6.327,Approved,22.23,2.02,11.2,40.97,39.83,588,6.3,-1.14,21,12.9,-0.06,0.01
1391,2.77,6.49,Approved,21.47,2.04,10.6,41.87,41.57,507,5.9,-0.3,21,12.13,-0.02,-0.01
1127,2.618,5.818,Approved,22.82,2.04,11.1,41.18,40.2,572,4.5,-0.98,21,11.16,-0.24,-0.06
1051,2.662,6.711,Approved,22.2,1.87,11,41.12,40.38,364,7.3,-0.74,22,11.89,-0.38,-0.11
249,2.72,5.913,Approved,24.32,2.11,10.3,40.33,39.24,494,5.7,-1.09,21,12.12,-0.27,-0.05
1053,2.671,6.545,Approved,22.03,1.89,10.7,40.74,39.69,343,7.3,-1.05,31,11,-0.53,-0.09
951,2.754,6.076,Approved,24.9,2,10.7,40.09,39.57,520,4.5,-0.52,21,12.52,-0.03,0.04
2571,2.714,7.242,Approved,25.57,2.02,11.9,40.64,39.96,296,9,-0.68,40,8.31,-0.27,-0.02
1313,2.285,6.293,Approved,22.6,2.03,9.2,38.63,36.53,403,8,-2.1,32,13.5,-0.2,-0.06
20,2.778,6.229,Approved,19.65,1.96,12.6,40.94,40.2,317,5.6,-0.74,11,10.58,-0.37,0.04
1292,2.658,6.585,Approved,23.7,2.12,9.8,40.87,40.36,382,5.9,-0.51,31,11.65,-0.13,0.01
1442,2.854,6.534,Approved,22.9,1.95,10.3,41.01,40.3,491,4.8,-0.71,21,15.41,-0.31,-0.09
873,2.584,6.319,Approved,24.62,2.08,11.2,41.91,41.07,568,6.4,-0.84,21,13.26,-0.19,-0.07
1986,2.506,5.887,Approved,22.78,1.96,10.5,39.83,39.3,506,5.9,-0.53,21,10.44,-0.02,-0.01
1783,2.682,6.664,Approved,24.38,2.09,10.2,40.14,39.36,457,5.9,-0.78,21,12.91,-0.28,-0.09
155,2.507,6.391,Approved,26.05,2.05,11.4,40.85,40.47,424,6.1,-0.38,32,11.75,-0.22,-0.11
1594,2.913,5.944,Approved,20.98,1.97,11.6,40.66,39.93,467,5.8,-0.73,31,12.47,-0.09,0
762,2.645,6.291,Approved,23.58,2.03,12.2,41.58,40.41,307,6,-1.17,32,15.59,-0.07,0
2346,2.704,7.06,Approved,19.7,1.96,13.1,39.71,39.63,291,8.7,-0.08,70,8.66,-0.15,-0.01
2643,2.568,6.125,Approved,18.82,1.98,10.1,40.06,36.6,409,9.1,-3.46,32,16.24,-0.57,-0.3
1348,2.77,5.617,Approved,23,1.97,8.9,38.17,35.99,806,6.3,-2.18,21,10.59,-0.12,-0.02
410,2.452,6.158,Approved,19.92,2,9.2,36.92,33.55,602,8.2,-3.37,21,13.52,-0.64,-0.04
1375,2.241,6.172,Approved,23.5,1.96,11.2,41.13,40.88,321,5,-0.25,21,10.24,-0.2,-0.05
3198,2.702,5.952,Approved,21.65,2.07,9.5,42.04,41.09,660,5.5,-0.95,21,12.47,-0.12,-0.04
2830,2.639,6.283,Approved,18.62,2.07,11,41.09,40.18,377,5.7,-0.91,11,12.19,-0.4,-0.15
1430,2.948,6.033,Approved,22.73,2.1,11.4,41.3,40.2,581,5.6,-1.1,21,14.6,-0.16,-0.06
3001,2.454,6.636,Approved,19.58,1.9,12.7,40.79,40.11,390,5.3,-0.68,32,11.48,-0.23,-0.1
1557,2.713,6.499,Approved,17.8,2.1,10.4,40.31,38.09,698,5.8,-2.22,31,13.56,-0.18,-0.03
4693,2.548,6.651,Approved,20.82,1.93,12.2,40.9,40.09,298,6.4,-0.81,21,10.85,-0.06,0
1017,2.551,5.648,Approved,23.73,2.05,9.7,41.25,39.32,744,5.4,-1.93,21,9.97,-0.22,0.01
4146,2.673,5.966,Approved,22.43,2.02,10.6,40.14,39.33,405,5.1,-0.81,21,13.88,-0.23,-0.12
3994,2.45,6.477,Approved,22.4,2.07,10.4,41.45,40.48,588,4.7,-0.97,21,15.29,-0.18,0.01
3814,2.686,7.011,Approved,23.02,1.98,12.5,41.05,40.6,181,8.6,-0.45,104,12.29,-0.47,-0.21
2428,2.65,6.113,Approved,25.7,2.07,10.5,40.29,39.6,440,5.8,-0.69,21,10.26,-0.29,0.02
3918,3.011,5.919,Approved,27.47,2.04,10.3,38.52,35.74,914,7.3,-2.78,21,12.1,-0.04,0
4560,2.702,6.52,Approved,27.17,2.07,11.4,40.93,40.05,342,6.7,-0.88,31,15.61,-0.51,-0.21
1720,2.902,6.286,Approved,23.2,1.97,9.8,41.28,39.92,485,6.8,-1.36,21,14.25,-0.62,-0.14
913,2.53,6.701,Approved,18.2,2.12,9.8,39.66,36.78,732,6,-2.88,21,11.25,-0.03,0.02
3227,2.351,6.005,Approved,21.5,1.99,9.6,40.5,37.7,800,7,-2.8,21,15.45,-0.13,-0.01
1402,2.713,6.617,Approved,19.8,2.02,8.6,40.05,39.53,395,6.1,-0.52,21,11.64,-0.54,-0.24
3036,2.622,6.067,Approved,22.2,1.89,11.9,41.39,40.79,245,6.7,-0.6,64,10.27,-0.19,-0.13
2534,2.835,6.411,Approved,20.02,2.08,11.4,40.75,39.8,366,8.2,-0.95,32,10.24,-0.18,-0.07
2712,2.539,6.66,Approved,22.57,1.94,10.8,40.87,40.23,388,5,-0.64,21,12.68,-0.28,-0.05
960,2.57,6.403,Approved,22.47,1.96,10.8,40.9,40.12,361,5.6,-0.78,32,11.28,-0.28,-0.17
273,2.807,6.517,Approved,23.92,2.04,11.4,40.78,40.29,387,5.8,-0.49,31,9.66,-0.25,-0.07
4624,2.466,6.148,Approved,22.47,2.09,11.3,41.64,40.95,364,5.1,-0.69,21,12.35,-0.28,0
1495,2.532,6.76,Approved,24.78,1.99,11.5,39.75,37.96,287,7,-1.79,41,12.63,-0.6,-0.19
7863,2.661,7.109,Approved,18.95,1.87,10.7,40.71,40.15,388,8.6,-0.56,21,10.14,-0.18,-0.04
549,2.729,5.893,Approved,26.35,2.03,9.3,40.89,39.46,684,6.4,-1.43,21,11.49,-0.05,0.04
2023,2.288,5.51,Approved,23.67,1.98,9.8,41.03,40.6,940,6,-0.43,21,10.97,0,0.05
2353,2.792,6.605,Approved,20.38,1.81,12.9,40.55,37.46,272,8.1,-3.09,55,11.54,-0.24,0
5543,2.85,6.681,Approved,22.7,2.07,10,41.81,41.01,470,6,-0.8,21,12.59,-0.25,-0.04
851,2.623,6.566,Approved,22.32,2.04,11.4,40.73,40.12,276,6.5,-0.61,36,10.21,-0.48,-0.09
318,2.419,6.316,Approved,26.43,2,10.2,40.76,39.84,648,5.1,-0.92,22,11.92,-0.13,0.04
4207,2.62,6.597,Approved,22.05,1.92,11.6,40.8,40.35,232,7.8,-0.45,64,12.34,-0.17,-0.03
12,2.955,6.729,Approved,21.47,2.02,10.5,41.05,40.59,653,5.2,-0.46,21,14.31,-0.03,0.02
5,2.557,6.65,Approved,22.32,2.02,11,41.44,40.53,391,7.3,-0.91,32,9.68,-0.25,-0.04
1023,2.648,6.336,Approved,22.03,2.06,9.6,39.04,36.44,512,9,-2.6,36,10.38,-0.02,0.01
1261,2.5,5.705,Approved,19.43,2.04,10,41.5,40.18,454,5.3,-1.32,21,11.68,-0.38,-0.02
2380,2.488,6.384,Approved,26.58,2.02,11.2,40.28,39.56,521,5.7,-0.72,31,13.8,-0.06,0.03
4688,2.749,5.523,Approved,22.18,2.01,10,41.62,40.27,703,5.3,-1.35,21,13.54,-0.29,-0.04
3656,2.461,6.347,Approved,16.88,2.02,10,40.34,39.44,233,7.4,-0.9,66,14.22,-0.28,-0.01
8792,2.378,6.497,Approved,22.18,1.97,10.8,40.65,39.68,350,5.8,-0.97,32,12.73,-0.28,-0.04
1321,2.73,6.153,Approved,20.55,2.05,10,41.12,39.54,551,8.1,-1.58,21,14.26,-0.27,-0.04
60,2.823,6.977,Approved,21.58,2.01,11.4,39.86,39.61,405,8.2,-0.25,32,8.69,-0.12,-0.04
396,2.85,6.131,Approved,21.62,1.99,9.7,40.63,40.24,621,7.2,-0.39,22,11.02,-0.13,-0.01
1835,2.442,6.081,Approved,21.48,2.02,10.9,40.79,39.7,742,6.7,-1.09,21,13.64,-0.03,0.01
2646,2.492,5.788,Approved,28.28,1.96,11.2,39.37,38.95,656,5.6,-0.42,22,11.4,-0.19,-0.07
2085,2.82,6.166,Approved,21.35,2.07,10.3,39.12,37.01,660,7.2,-2.11,22,13.43,-0.04,0.02
1055,2.182,6.338,Approved,25.15,2.05,9.5,38.25,36.18,499,6.3,-2.07,21,13.37,-0.28,0.03
2977,2.67,5.45,Approved,21.58,2.05,14,37.55,31.7,396,6.4,-5.85,21,1.13,-0.05,-0.05
305,2.789,7.224,Approved,20.78,1.98,12.5,40.68,40.03,312,7.8,-0.65,40,9.91,-0.24,-0.06
34,2.591,6.085,Approved,19.7,2.02,11.4,40.66,40.04,518,5.9,-0.62,21,11.83,-0.18,-0.02
4594,2.73,6.352,Approved,25.62,2.08,11.6,40.78,40.11,298,6.6,-0.67,35,10.31,-0.27,-0.08
4654,2.912,6.072,Approved,22.53,2.04,10.7,41.16,40.16,581,5.9,-1,21,9.89,-0.48,-0.18
2829,2.548,5.635,Approved,24.42,1.98,10.4,41.18,40.36,736,4.8,-0.82,21,13.01,-0.19,-0.03
2734,2.495,6.457,Approved,17.8,1.95,10.6,41.18,40.13,344,5.5,-1.05,32,11.3,-0.06,0.02
1102,2.558,6.656,Approved,25.77,1.99,11.2,41.56,41.04,378,5.6,-0.52,22,14.56,-0.34,-0.19
4595,2.697,6.269,Approved,22.9,2.01,9.3,41.33,40.37,922,5.6,-0.96,21,10.04,-0.4,-0.2
1315,2.793,6.607,Approved,21.97,1.97,10.2,38.98,38.28,494,9.1,-0.7,21,10.71,-0.22,-0.11
2870,2.652,6.403,Approved,20.63,2.1,11.8,40.84,39.54,550,5.9,-1.3,21,10.15,-0.35,-0.17
4264,2.58,6.448,Approved,21.47,1.99,10.6,41.46,40.95,567,5.7,-0.51,21,12.33,-0.11,-0.01
10107,2.658,6.069,Approved,21.43,1.93,11.1,39.89,39.69,471,7,-0.2,21,9.97,-0.17,-0.02
4830,2.393,6.795,Approved,22.42,1.9,9.7,40.59,39.3,386,7.8,-1.29,32,15.21,-0.43,-0.11
1388,2.8,6.342,Approved,22.98,1.88,10.4,39.45,36.99,430,10.2,-2.46,32,14.87,-0.24,-0.09
2450,2.686,6.754,Approved,24.25,2.06,10.8,41.09,40.63,362,6.2,-0.46,31,8.64,-0.11,-0.02
3199,2.19,6.336,Approved,21.32,2,11,40.96,38.28,442,8.4,-2.68,32,13.81,-0.18,-0.06
1441,2.779,5.858,Approved,20.9,2.01,9.6,40.78,39.6,753,7.4,-1.18,21,12.46,-0.15,-0.02
1871,2.519,6.056,Approved,26.15,2.02,10.5,41.65,40.7,522,5.9,-0.95,22,11.89,-0.04,0.01
830,2.556,6.278,Approved,18.48,1.96,10,39.28,37.55,516,6.4,-1.73,31,10.78,-0.14,-0.16
1047,2.833,6.611,Approved,21.57,2.01,10.6,40.53,40.23,407,7.5,-0.3,32,9.55,-0.12,-0.04
1132,2.664,6.574,Approved,22.13,2.02,10.7,41.07,40.24,235,7.4,-0.83,64,10.54,-0.06,-0.01
1052,2.46,5.971,Approved,19.77,2.06,11.1,41.22,40.27,400,7,-0.95,32,13.13,-0.14,0.02
1466,2.657,5.694,Approved,20.38,1.98,9.8,40.43,38.8,624,5.7,-1.63,21,14.45,-0.1,-0.04
4425,2.617,5.809,Approved,22.15,1.92,10.6,40.81,40.27,446,4.8,-0.54,22,11.69,-0.34,-0.03
1855,2.419,6.867,Approved,20.35,2.05,11.6,40.25,38.16,358,8.2,-2.09,31,11.36,-0.43,-0.14
2487,2.603,5.255,Approved,22.45,2.2,8.7,39.77,36.95,921,7.1,-2.82,21,14.64,-0.36,-0.09
2368,2.47,6.566,Approved,22.22,1.95,11.7,41.23,40.12,395,7.7,-1.11,32,10.69,-0.4,-0.04
2713,2.607,6.12,Approved,23.42,1.91,10,39.31,35.96,501,7.9,-3.35,32,13.23,-0.25,-0.1
3113,2.321,5.584,Approved,21.42,2,10.6,40.61,39.89,500,4.7,-0.72,21,11.12,-0.14,0.05
2899,2.506,5.135,Approved,21.95,1.92,9.4,40.37,38.79,774,7.4,-1.58,21,15.01,-0.49,-0.1
1336,2.74,6.837,Approved,21.53,1.95,9.8,36.37,33.82,322,10.6,-2.55,76,11.97,-0.16,-0.02
7135,2.659,6.744,Approved,22.33,1.89,10.7,41.49,39.67,372,7.1,-1.82,32,13.47,-0.34,-0.19
77,2.696,7.035,Approved,23.55,2.09,10.8,39.41,37.68,433,7.9,-1.73,31,10.23,-0.18,-0.07
2973,2.71,5.287,Approved,22.6,2.11,9.5,39.42,37.03,346,6.5,-2.39,21,11.46,-0.23,-0.01
1597,2.386,5.9,Approved,21.27,1.95,10.4,41.63,40.94,413,4.8,-0.69,21,12.87,-0.28,-0.15
20085,2.722,6.123,Approved,23.25,2.01,10.3,40.61,39.51,420,5.6,-1.1,20,13.41,-0.4,-0.06
3929,2.719,6.769,Approved,21.6,1.96,10.8,38.44,37.6,347,7.5,-0.84,22,12.71,-0.53,-0.25
1730,2.41,6.299,Approved,24.62,1.93,9.8,40.86,39.84,636,6.2,-1.02,21,13.68,-0.26,-0.1
1156,2.659,7.356,Approved,22.1,2.03,10.6,39.14,37.22,266,10.3,-1.92,65,12.88,-0.55,-0.04
1557,2.828,5.814,Approved,22.17,2.01,10.8,41.77,41.19,659,4.5,-0.58,21,13.21,-0.1,0.02
1265,2.621,6.254,Approved,19.45,1.9,10.7,41.61,41.09,298,4.7,-0.52,32,15.43,-0.33,-0.2
2550,2.357,6.335,Approved,23.85,1.99,11.2,41.14,40.4,398,5.4,-0.74,21,12.6,-0.23,-0.08
966,2.663,5.9,Approved,16.45,2.08,10.8,39.69,38.01,556,6.4,-1.68,21,12.93,-0.42,-0.04
30,2.323,5.688,Approved,22.42,1.93,10.4,40.53,40.37,513,5.7,-0.16,21,12.47,-0.36,-0.08
2734,2.609,6.651,Approved,22.33,2.07,10.5,41.09,40.41,275,5.6,-0.68,21,12.16,-0.17,-0.08
3435,2.456,6.293,Approved,21.13,1.92,11.5,41.42,40.35,636,5.5,-1.07,21,12.11,-0.21,-0.01
14494,2.507,6.49,Approved,28.53,2.07,10.6,39.98,39.05,261,7.7,-0.93,40,11.96,-0.23,-0.13
1676,2.674,6.044,Approved,22.37,2.06,9.9,41.34,40.09,683,5.6,-1.25,10,12.94,-0.1,-0.03
9844,2.453,7.187,Approved,24.03,1.94,12.8,40.68,40.22,157,8.2,-0.46,157,9.71,-0.25,-0.07
3765,2.526,6.052,Approved,22.72,2.05,10.1,40.79,40.3,476,5.8,-0.49,20,13.7,-0.31,-0.06
2515,2.6,6.211,Approved,21.47,2.04,12,40.15,39.75,316,7.2,-0.4,32,14.77,-0.11,0.02
1056,3.006,6.615,Approved,24.67,2,11.2,40.22,39.44,544,7.1,-0.78,21,10.57,-0.24,-0.12
1950,2.631,6.329,Approved,22.18,1.94,10.6,39.54,37.89,373,8.7,-1.65,32,13.11,-0.85,-0.23
1667,2.568,6.533,Approved,20.83,2.02,10.8,41.24,40.73,343,7,-0.51,21,11.29,-0.19,-0.12
3843,2.882,7.144,Approved,22.83,1.92,10.7,40.72,39.49,303,8.7,-1.23,36,13.54,-0.05,-0.01
4628,2.54,6.02,Approved,22.65,2.02,10.1,41.94,41.42,564,4.5,-0.52,21,13.95,-0.11,-0.03
129,2.597,7.225,Approved,19.8,1.98,10.8,41.04,40.1,325,8.5,-0.94,36,11.9,-0.68,-0.18
1776,2.743,6.238,Approved,21.75,2.07,10,38.43,36.54,602,6.6,-1.89,21,12.32,-0.46,-0.13
1857,2.679,6.459,Approved,26.98,2.09,10.7,40.81,40.17,469,5.2,-0.64,21,8.25,-0.21,-0.06
6343,2.64,6.637,Approved,24.38,2.02,12.4,39.91,39.36,400,6.5,-0.55,31,10.04,-0.11,-0.03
7331,2.811,6.48,Approved,22.1,2.08,10.1,40.26,37.74,371,8,-2.52,32,15,-0.29,-0.15
1415,2.323,6.074,Approved,21.48,2.01,10.4,40.32,39.71,437,7.1,-0.61,21,14.38,-0.02,0.03
536,2.341,6.569,Approved,22.68,1.92,10.9,40.83,40.29,499,6.4,-0.54,22,8.71,-0.05,-0.04
1329,2.55,5.621,Approved,22.45,2.1,9.7,41.21,39.69,489,6.6,-1.52,22,14.98,-0.38,-0.14
6155,2.463,5.146,Approved,21.68,2.03,11.2,41.7,40.82,585,4.8,-0.88,21,14.59,-0.1,0
3869,2.72,6.436,Approved,25.02,2.03,10.9,40.33,38.4,466,7.3,-1.93,32,12.99,-0.4,-0.1
1767,2.617,5.339,Approved,24.63,2.02,10.4,40.17,38.62,809,6,-1.55,21,15.69,-0.07,-0.02
3912,2.528,5.516,Approved,24.1,1.99,10.3,41.33,40.04,644,5.5,-1.29,21,14.43,-0.09,-0.01
1337,2.633,6.586,Approved,22.53,1.89,10.7,40.24,39.95,365,7.6,-0.29,32,10.8,-0.02,0.01
184,2.62,6.681,Approved,22.47,2.06,12.1,40.91,39.87,265,7.1,-1.04,44,10.03,-0.27,-0.13
2841,2.35,6.199,Approved,24.52,1.98,10.7,40.99,40.23,430,6.1,-0.76,22,14.04,-0.33,-0.07
1800,2.754,6.246,Approved,22.83,2.01,10.5,40.7,39.95,375,6.2,-0.75,32,11.86,-0.3,-0.02
1545,2.69,6.522,Approved,24.42,2.07,9.7,40.12,37.72,626,8.5,-2.4,21,11.06,-0.02,-0.01
1621,2.548,6.999,Approved,22.33,2.1,11.9,42.05,40.99,261,7.8,-1.06,44,10.36,-0.33,-0.01
1286,2.691,6.213,Approved,19.57,2.06,10.7,41.84,41.28,447,5.6,-0.56,31,11.91,-0.2,0.02
5730,2.536,6.655,Approved,21.17,1.87,11.2,41.43,40.35,333,6.4,-1.08,32,9.09,-0.29,-0.02
1365,2.31,6.29,Approved,21.18,2.08,10.3,39.55,37.09,469,7.2,-2.46,31,15.15,-0.04,0.01
8735,2.63,5.831,Approved,23.8,2.06,10.6,40.72,39.81,379,5.6,-0.91,31,12.82,-0.17,0.01
2837,2.811,6.681,Approved,22.22,2.05,9.9,38.03,37.48,439,9.6,-0.55,32,10.96,-0.15,-0.09
1256,2.734,6.39,Approved,22.53,1.98,10.6,40.55,39.26,461,5.9,-1.29,21,13.39,-0.2,-0.05
1292,2.607,6.78,Approved,26.7,2.1,11.2,40.77,40.27,353,5.5,-0.5,21,14.22,-0.11,0.03
5756,2.67,5.766,Approved,22.32,2.05,11.2,41.4,40.58,398,5.1,-0.82,21,11.73,-0.04,-0.01
16355,2.598,5.591,Approved,18.78,2.03,9.1,40.81,39.89,950,5.8,-0.92,21,12.37,-0.35,-0.1
1978,2.539,6.026,Approved,22.63,2,9.5,40.73,38.65,908,6.7,-2.08,21,14.9,-0.21,-0.03
4562,2.812,5.845,Approved,24.35,2.1,9.3,39.53,37.25,670,7.1,-2.28,22,13.04,-0.05,0.01
0,2.678,6.357,Approved,22.18,1.9,10.5,41.19,40.24,375,5.8,-0.95,21,11.69,-0.35,-0.1
10,2.725,7.016,Approved,24.13,1.95,10.3,40.68,40.05,338,6.6,-0.63,21,10.56,-0.24,-0.12
1803,2.493,7.226,Approved,17.65,2.03,13.6,39.6,39.47,273,8.6,-0.13,32,9.06,-0.23,-0.01
4522,1.982,5.944,Approved,21.98,2.04,9.9,40.67,39.86,605,6.8,-0.81,21,13.49,-0.02,0.13
740,2.488,6.772,Approved,22.8,1.93,10.1,40.77,40.19,581,5.5,-0.58,21,10.38,-0.08,-0.02
2694,2.645,5.638,Approved,20.5,2.06,10.2,40.14,38.14,412,7.9,-2,31,12,-0.32,-0.05
1563,2.549,7.128,Approved,22.27,2.03,10.8,41.97,40.66,490,5.8,-1.31,21,11.84,-0.39,-0.08
3000,2.745,6.26,Approved,22.88,1.94,10.2,41.08,40.12,609,5.1,-0.96,21,12.72,-0.32,-0.13
2815,2.514,6.101,Approved,25.5,2.02,11.3,41.33,40.66,253,4.2,-0.67,32,12.94,-0.02,0.02
3041,2.544,6.3,Approved,23.92,1.99,10.2,40.71,40.25,533,4.5,-0.46,22,12.05,-0.18,-0.1
5657,2.556,7.055,Approved,23.33,2.11,7.9,36.26,33.07,690,9.5,-3.19,22,10.08,-0.16,-0.01
1427,2.61,6.611,Approved,22.72,2.06,10.9,40.91,40.37,516,4.5,-0.54,21,13.72,-0.14,-0.03
2822,2.76,6.38,Approved,21.4,2.04,10.4,40.07,38.98,457,10.7,-1.09,22,14.18,-0.03,-0.03
3890,2.398,6.658,Approved,26.27,2.09,9.6,38.27,34.78,569,10.5,-3.49,21,11.99,-0.05,0.01
