bcr_dir,RunNumber,PartNumber,Teststart,Sensor,BoardNr,ArrayNr,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
,R28782,932-029,15-03-2021 00:00,Glu,8,8,Approved,5,0.14,1.6,2.48,42,3,2.21
,R28793,932-029,15-03-2021 00:00,Glu,2,11,Approved,4.98,0.13,0.6,2.24,160,2,2.67
,R28786,932-029,14-03-2021 10:37,Glu,8,7,Approved,1.82,0.2,0.2,3.82,288,0.6,0.01
,R28786,932-029,14-03-2021 10:37,Glu,2,6,Approved,1.83,0.12,0.4,2.27,318,2.1,1.17
,R28786,932-029,14-03-2021 10:37,Glu,3,12,Approved,1.83,0.23,0.4,3.77,247,0.8,0.7
,R28809,932-029,14-03-2021 10:37,Glu,2,4,Approved,1.82,0.19,0.1,4.11,197,0.5,0.61
,R28809,932-029,14-03-2021 10:37,Glu,1,11,Approved,1.85,0.2,0.1,3.82,226,0.7,0.51
,R28809,932-029,14-03-2021 10:37,Glu,8,8,Approved,1.82,0.18,0.5,4.12,207,0.1,0.66
,R28809,932-029,14-03-2021 10:37,Glu,3,3,Approved,1.82,0.23,0.2,4.08,220,0.8,0.78
,R28774,932-029,14-03-2021 10:36,Glu,1,2,Approved,1.93,0.25,0.8,3.6,300,0.6,0.8
,R28774,932-029,14-03-2021 10:36,Glu,8,9,Approved,1.83,0.21,0.1,4.34,226,0.6,1.07
,R28774,932-029,14-03-2021 10:36,Glu,3,2,Approved,1.83,0.18,0.1,3.34,91,1.3,0.25
,R28774,932-029,14-03-2021 10:36,Glu,2,12,Approved,1.82,0.27,0.8,3.69,304,0,0.79
,R28760,932-029,14-03-2021 10:36,Glu,1,8,Approved,1.92,0.13,0,2.18,23,2.5,1.36
,R28760,932-029,14-03-2021 10:36,Glu,8,3,Approved,1.88,0.24,0.4,3.45,297,0.3,0.27
,R28760,932-029,14-03-2021 10:36,Glu,3,4,Approved,1.93,0.21,0,4.12,87,0.7,0.56
,R28760,932-029,14-03-2021 10:36,Glu,2,11,Approved,1.87,0.15,0.7,1.17,34,1.6,1.81
,R28794,932-029,14-03-2021 10:35,Glu,8,16,Approved,1.82,0.19,0.2,2.68,107,2.3,0.42
,R28794,932-029,14-03-2021 10:35,Glu,1,2,Approved,1.83,0.18,0.2,2.29,56,1,0.25
,R28794,932-029,14-03-2021 10:35,Glu,3,8,Approved,1.82,0.19,0.4,2.73,194,1.1,0.07
,R28794,932-029,14-03-2021 10:35,Glu,2,16,Approved,1.85,0.18,0.5,2.72,322,3.2,0.29
,R28748,932-029,14-03-2021 10:35,Glu,3,7,Approved,1.82,0.12,1.4,4.22,365,3.5,0.41
,R28748,932-029,14-03-2021 10:35,Glu,8,12,Approved,1.82,0.18,0.3,2.81,192,2.2,0.38
,R28748,932-029,14-03-2021 10:35,Glu,1,8,Approved,1.82,0.23,2.4,3.64,382,1.8,0.54
,R28748,932-029,14-03-2021 10:35,Glu,2,14,Approved,1.88,0.16,0.1,1.86,215,2.4,0.38
,R28767,932-029,14-03-2021 10:34,Glu,3,13,Approved,1.83,0.2,0.4,3.65,31,0.6,0.12
,R28767,932-029,14-03-2021 10:34,Glu,8,7,Approved,1.9,0.28,1.1,2,363,2.9,0.29
,R28767,932-029,14-03-2021 10:34,Glu,1,11,Approved,1.88,0.24,0.1,3.39,89,0.4,0.31
,R28767,932-029,14-03-2021 10:34,Glu,2,6,Approved,1.92,0.2,0,3.85,164,0.8,0.49
,R28714,932-029,14-03-2021 10:34,Glu,3,12,Approved,1.83,0.33,0.8,3.76,307,1.1,0.68
,R28714,932-029,14-03-2021 10:34,Glu,1,4,Approved,1.82,0.22,0,3.07,162,2,0
,R28714,932-029,14-03-2021 10:34,Glu,8,10,Approved,1.83,0.22,0.2,3.77,218,0.5,0.77
,R28714,932-029,14-03-2021 10:34,Glu,2,13,Approved,1.82,0.24,0,3.4,87,0.1,0.91
,R28813,932-029,14-03-2021 10:34,Glu,8,7,Approved,1.82,0.11,0.7,1.43,54,1.7,0.29
,R28813,932-029,14-03-2021 10:34,Glu,2,5,Approved,1.78,0.22,0.3,3.27,180,0.3,0.08
,R28813,932-029,14-03-2021 10:34,Glu,3,11,Approved,1.82,0.11,0.7,1.22,199,3.5,1.32
,R28813,932-029,14-03-2021 10:34,Glu,1,16,Approved,1.8,0.13,0.5,0.75,10,3.3,1.72
,R28715,932-029,14-03-2021 10:34,Glu,2,4,Approved,1.9,0.2,0.2,1.69,229,2.1,1.44
,R28715,932-029,14-03-2021 10:34,Glu,1,3,Approved,1.82,0.15,0.2,1.84,73,2.6,2.6
,R28715,932-029,14-03-2021 10:34,Glu,8,10,Approved,1.78,0.27,0.6,3.37,317,1.7,0.57
,R28715,932-029,14-03-2021 10:34,Glu,3,11,Approved,1.88,0.18,0.2,1.86,221,1.9,0.38
,R28770,932-029,14-03-2021 10:32,Glu,2,10,Approved,1.8,0.27,1,3.99,335,0.8,0.95
,R28770,932-029,14-03-2021 10:32,Glu,8,2,Approved,1.82,0.07,0.1,2.45,178,2.4,1.31
,R28770,932-029,14-03-2021 10:32,Glu,3,16,Approved,1.83,0.26,0.4,2.58,214,0.1,0.23
,R28770,932-029,14-03-2021 10:32,Glu,1,8,Approved,1.88,0.18,0.1,2.5,158,1,0.75
,R28735,932-029,14-03-2021 10:31,Glu,1,9,Approved,1.82,0.19,0,3.05,108,0.6,1.47
,R28735,932-029,14-03-2021 10:31,Glu,8,16,Approved,1.9,0.14,0.7,0.59,161,0.4,1.34
,R28735,932-029,14-03-2021 10:31,Glu,2,8,Approved,1.9,0.12,0.2,1.9,211,1.7,0.62
,R28757,932-029,14-03-2021 10:31,Glu,3,2,Approved,1.87,0.24,0.8,3.86,234,0.2,0.75
,R28757,932-029,14-03-2021 10:31,Glu,2,15,Approved,1.88,0.21,0.5,3.25,234,1.3,0.2
,R28757,932-029,14-03-2021 10:31,Glu,1,4,Approved,1.87,0.24,0.8,3.89,268,0.4,0.72
,R28692,932-029,14-03-2021 10:30,Glu,8,1,Approved,1.78,0.22,0.4,3.7,332,0,0.86
,R28692,932-029,14-03-2021 10:30,Glu,2,9,Approved,1.82,0.13,0,2.22,201,2.8,0.91
,R28692,932-029,14-03-2021 10:30,Glu,3,10,Approved,1.78,0.19,0.4,3.85,159,0.5,0.51
,R28809,932-029,14-03-2021 00:00,Glu,1,11,Approved,1.85,0.2,0.1,3.82,226,0.7,0.51
,R28715,932-029,14-03-2021 00:00,Glu,3,11,Approved,1.88,0.18,0.2,1.86,221,1.9,0.38
,R28809,932-029,14-03-2021 00:00,Glu,3,3,Approved,1.82,0.23,0.2,4.08,220,0.8,0.78
,R28794,932-029,14-03-2021 00:00,Glu,8,16,Approved,1.82,0.19,0.2,2.68,107,2.3,0.42
,R28770,932-029,14-03-2021 00:00,Glu,2,10,Approved,1.8,0.27,1,3.99,335,0.8,0.95
,R28809,932-029,14-03-2021 00:00,Glu,8,8,Approved,1.82,0.18,0.5,4.12,207,0.1,0.66
,R28774,932-029,14-03-2021 00:00,Glu,8,9,Approved,1.83,0.21,0.1,4.34,226,0.6,1.07
,R28813,932-029,14-03-2021 00:00,Glu,8,7,Approved,1.82,0.11,0.7,1.43,54,1.7,0.29
,R28757,932-029,14-03-2021 00:00,Glu,2,15,Approved,1.88,0.21,0.5,3.25,234,1.3,0.2
,R28813,932-029,14-03-2021 00:00,Glu,2,5,Approved,1.78,0.22,0.3,3.27,180,0.3,0.08
,R28760,932-029,14-03-2021 00:00,Glu,1,8,Approved,1.92,0.13,0,2.18,23,2.5,1.36
,R28715,932-029,14-03-2021 00:00,Glu,2,4,Approved,1.9,0.2,0.2,1.69,229,2.1,1.44
,R28748,932-029,14-03-2021 00:00,Glu,3,7,Approved,1.82,0.12,1.4,4.22,365,3.5,0.41
,R28794,932-029,14-03-2021 00:00,Glu,2,16,Approved,1.85,0.18,0.5,2.72,322,3.2,0.29
,R28714,932-029,14-03-2021 00:00,Glu,2,13,Approved,1.82,0.24,0,3.4,87,0.1,0.91
,R28757,932-029,14-03-2021 00:00,Glu,1,4,Approved,1.87,0.24,0.8,3.89,268,0.4,0.72
,R28770,932-029,14-03-2021 00:00,Glu,8,2,Approved,1.82,0.07,0.1,2.45,178,2.4,1.31
,R28692,932-029,14-03-2021 00:00,Glu,3,10,Approved,1.78,0.19,0.4,3.85,159,0.5,0.51
,R28770,932-029,14-03-2021 00:00,Glu,1,8,Approved,1.88,0.18,0.1,2.5,158,1,0.75
,R28692,932-029,14-03-2021 00:00,Glu,8,1,Approved,1.78,0.22,0.4,3.7,332,0,0.86
,R28767,932-029,14-03-2021 00:00,Glu,8,7,Approved,1.9,0.28,1.1,2,363,2.9,0.29
,R28760,932-029,14-03-2021 00:00,Glu,8,3,Approved,1.88,0.24,0.4,3.45,297,0.3,0.27
,R28770,932-029,14-03-2021 00:00,Glu,3,16,Approved,1.83,0.26,0.4,2.58,214,0.1,0.23
,R28735,932-029,14-03-2021 00:00,Glu,1,9,Approved,1.82,0.19,0,3.05,108,0.6,1.47
,R28767,932-029,14-03-2021 00:00,Glu,1,11,Approved,1.88,0.24,0.1,3.39,89,0.4,0.31
,R28757,932-029,14-03-2021 00:00,Glu,3,2,Approved,1.87,0.24,0.8,3.86,234,0.2,0.75
,R28714,932-029,14-03-2021 00:00,Glu,1,4,Approved,1.82,0.22,0,3.07,162,2,0
,R28735,932-029,14-03-2021 00:00,Glu,8,16,Approved,1.9,0.14,0.7,0.59,161,0.4,1.34
,R28767,932-029,14-03-2021 00:00,Glu,3,13,Approved,1.83,0.2,0.4,3.65,31,0.6,0.12
,R28748,932-029,14-03-2021 00:00,Glu,2,14,Approved,1.88,0.16,0.1,1.86,215,2.4,0.38
,R28715,932-029,14-03-2021 00:00,Glu,1,3,Approved,1.82,0.15,0.2,1.84,73,2.6,2.6
,R28774,932-029,14-03-2021 00:00,Glu,1,2,Approved,1.93,0.25,0.8,3.6,300,0.6,0.8
,R28748,932-029,14-03-2021 00:00,Glu,8,12,Approved,1.82,0.18,0.3,2.81,192,2.2,0.38
,R28813,932-029,14-03-2021 00:00,Glu,1,16,Approved,1.8,0.13,0.5,0.75,10,3.3,1.72
,R28786,932-029,14-03-2021 00:00,Glu,8,7,Approved,1.82,0.2,0.2,3.82,288,0.6,0.01
,R28692,932-029,14-03-2021 00:00,Glu,2,9,Approved,1.82,0.13,0,2.22,201,2.8,0.91
,R28786,932-029,14-03-2021 00:00,Glu,2,6,Approved,1.83,0.12,0.4,2.27,318,2.1,1.17
,R28767,932-029,14-03-2021 00:00,Glu,2,6,Approved,1.92,0.2,0,3.85,164,0.8,0.49
,R28715,932-029,14-03-2021 00:00,Glu,8,10,Approved,1.78,0.27,0.6,3.37,317,1.7,0.57
,R28786,932-029,14-03-2021 00:00,Glu,3,12,Approved,1.83,0.23,0.4,3.77,247,0.8,0.7
,R28774,932-029,14-03-2021 00:00,Glu,2,12,Approved,1.82,0.27,0.8,3.69,304,0,0.79
,R28735,932-029,14-03-2021 00:00,Glu,2,8,Approved,1.9,0.12,0.2,1.9,211,1.7,0.62
,R28809,932-029,14-03-2021 00:00,Glu,2,4,Approved,1.82,0.19,0.1,4.11,197,0.5,0.61
,R28748,932-029,14-03-2021 00:00,Glu,1,8,Approved,1.82,0.23,2.4,3.64,382,1.8,0.54
,R28760,932-029,14-03-2021 00:00,Glu,2,11,Approved,1.87,0.15,0.7,1.17,34,1.6,1.81
,R28813,932-029,14-03-2021 00:00,Glu,3,11,Approved,1.82,0.11,0.7,1.22,199,3.5,1.32
,R28714,932-029,14-03-2021 00:00,Glu,3,12,Approved,1.83,0.33,0.8,3.76,307,1.1,0.68
,R28760,932-029,14-03-2021 00:00,Glu,3,4,Approved,1.93,0.21,0,4.12,87,0.7,0.56
,R28774,932-029,14-03-2021 00:00,Glu,3,2,Approved,1.83,0.18,0.1,3.34,91,1.3,0.25
,R28794,932-029,14-03-2021 00:00,Glu,3,8,Approved,1.82,0.19,0.4,2.73,194,1.1,0.07
,R28794,932-029,14-03-2021 00:00,Glu,1,2,Approved,1.83,0.18,0.2,2.29,56,1,0.25
,R28714,932-029,14-03-2021 00:00,Glu,8,10,Approved,1.83,0.22,0.2,3.77,218,0.5,0.77
,R28776,932-029,13-03-2021 10:35,Glu,3,4,Approved,1.2,0.26,0.6,4.3,183,0.1,0.89
,R28776,932-029,13-03-2021 10:35,Glu,8,12,Approved,1.2,0.23,1,4.58,239,0.9,0.61
,R28776,932-029,13-03-2021 10:35,Glu,1,12,Approved,1.1,0.24,0.1,1.32,299,2.7,1.06
,R28776,932-029,13-03-2021 10:35,Glu,2,8,Approved,1.22,0.23,0.8,4.17,210,0,0.33
,R28788,932-029,13-03-2021 10:35,Glu,1,15,Approved,1.12,0.23,0.4,4.5,177,0.5,0.64
,R28788,932-029,13-03-2021 10:35,Glu,3,16,Approved,1.1,0.2,0.3,2.08,310,3.4,0.63
,R28788,932-029,13-03-2021 10:35,Glu,8,4,Approved,1.15,0.26,0.1,4.23,1,1,0.85
,R28788,932-029,13-03-2021 10:35,Glu,2,4,Approved,1.17,0.24,0.3,3.16,19,0.4,0.12
,R28796,932-029,13-03-2021 10:33,Glu,3,5,Approved,1.2,0.24,1.1,4.2,282,0.4,0.73
,R28796,932-029,13-03-2021 10:33,Glu,8,7,Approved,1.13,0.25,0.6,3.16,286,0.5,0.15
,R28796,932-029,13-03-2021 10:33,Glu,1,16,Approved,1.15,0.22,0.4,3,250,1.8,0.53
,R28740,932-029,13-03-2021 10:33,Glu,8,12,Approved,1.12,0.28,0.5,4.64,236,0.2,0.56
,R28740,932-029,13-03-2021 10:33,Glu,3,7,Approved,1.1,0.23,0.3,4.54,125,0.2,0.5
,R28740,932-029,13-03-2021 10:33,Glu,1,10,Approved,1.12,0.25,0.8,4.59,237,0.5,0.42
,R28740,932-029,13-03-2021 10:33,Glu,2,4,Approved,1.03,0.23,0.9,4.32,300,1.2,0.43
,R28746,932-029,13-03-2021 10:32,Glu,8,4,Approved,1.2,0.21,0,3.71,48,0,0.16
,R28746,932-029,13-03-2021 10:32,Glu,2,12,Approved,1.2,0.28,0.6,3.99,291,2.1,0.06
,R28746,932-029,13-03-2021 10:32,Glu,3,14,Approved,1.1,0.24,0.5,4.37,135,0.4,0.78
,R28746,932-029,13-03-2021 10:32,Glu,1,4,Approved,1.13,0.21,0.2,3.67,71,0.5,0.22
,R28739,932-029,13-03-2021 10:32,Glu,3,15,Approved,1.22,0.26,0.3,3.91,215,2.1,0.25
,R28739,932-029,13-03-2021 10:32,Glu,8,16,Approved,1.22,0.25,0.4,4.04,263,1.2,0.44
,R28739,932-029,13-03-2021 10:32,Glu,1,5,Approved,1.23,0.25,0.1,4.13,48,0.1,0.51
,R28739,932-029,13-03-2021 10:32,Glu,2,4,Approved,1.25,0.23,0.1,3.7,124,1.2,0.27
,R28764,932-029,13-03-2021 10:32,Glu,3,5,Approved,1.22,0.27,0.9,4.2,242,1.2,0.27
,R28764,932-029,13-03-2021 10:32,Glu,8,15,Approved,1.22,0.22,0.7,2.74,252,2.9,0.57
,R28764,932-029,13-03-2021 10:32,Glu,2,4,Approved,1.23,0.25,0.2,2.78,153,0.4,0.1
,R28650,932-029,13-03-2021 10:31,Glu,3,12,Approved,1.27,0.2,0.1,3.65,51,1.4,0.91
,R28650,932-029,13-03-2021 10:31,Glu,8,2,Approved,1.23,0.26,1.8,4.5,283,1,0.61
,R28650,932-029,13-03-2021 10:31,Glu,2,4,Approved,1.23,0.2,0.3,2.47,111,2,1.5
,R28650,932-029,13-03-2021 10:31,Glu,1,8,Approved,1.22,0.23,0.6,3.24,261,0.4,0.23
,R28741,932-029,13-03-2021 10:31,Glu,2,7,Approved,1.15,0.25,0.4,4.14,276,0.4,0.48
,R28741,932-029,13-03-2021 10:31,Glu,3,2,Approved,1.17,0.25,0.2,3.87,101,0.2,0.39
,R28741,932-029,13-03-2021 10:31,Glu,1,2,Approved,1.15,0.25,0.1,3.97,226,0.6,0.55
,R28799,932-029,13-03-2021 10:30,Glu,8,9,Approved,1.2,0.2,0.3,1.81,68,3.1,2.36
,R28799,932-029,13-03-2021 10:30,Glu,1,2,Approved,1.22,0.24,1.5,3.97,338,2.4,0.59
,R28799,932-029,13-03-2021 10:30,Glu,3,14,Approved,1.22,0.22,0.3,4.95,64,0,0.39
,R28799,932-029,13-03-2021 10:30,Glu,2,5,Approved,1.13,0.24,0.3,4.2,46,1.4,0.19
,R28797,932-029,13-03-2021 10:30,Glu,8,14,Approved,1.13,0.44,0.6,0.43,139,0.2,0.16
,R28797,932-029,13-03-2021 10:30,Glu,1,4,Approved,1.22,0.24,0.5,4.38,109,0.2,0.71
,R28797,932-029,13-03-2021 10:30,Glu,2,14,Approved,1.13,0.25,0,3.09,185,2.4,0.42
,R28797,932-029,13-03-2021 10:30,Glu,3,6,Approved,1.13,0.23,0.3,3.97,137,0,0.15
,R28685,932-029,13-03-2021 10:28,Glu,2,7,Approved,1.22,0.24,1.6,3.53,354,3.5,0.34
,R28685,932-029,13-03-2021 10:28,Glu,8,14,Approved,1.25,0.24,1.3,4.25,321,0.5,0.7
,R28685,932-029,13-03-2021 10:28,Glu,3,6,Approved,1.23,0.19,0.7,4.66,239,0.6,0.54
,R28685,932-029,13-03-2021 10:28,Glu,1,2,Approved,1.27,0.21,0.2,3.99,68,0.6,0.07
,R28762,932-029,13-03-2021 10:26,Glu,1,9,Approved,1.3,0.2,0.1,2.49,10,0.1,0.28
,R28762,932-029,13-03-2021 10:26,Glu,3,2,Approved,1.17,0.24,1.3,4.26,285,1.8,0.14
,R28762,932-029,13-03-2021 10:26,Glu,8,3,Approved,1.25,0.19,0.2,2.59,89,2.3,1.16
,R28762,932-029,13-03-2021 10:26,Glu,2,1,Approved,1.28,0.21,0.4,3.69,267,3.2,0.88
,R28788,932-029,13-03-2021 00:00,Glu,1,15,Approved,1.12,0.23,0.4,4.5,177,0.5,0.64
,R28796,932-029,13-03-2021 00:00,Glu,3,5,Approved,1.2,0.24,1.1,4.2,282,0.4,0.73
,R28788,932-029,13-03-2021 00:00,Glu,3,16,Approved,1.1,0.2,0.3,2.08,310,3.4,0.63
,R28739,932-029,13-03-2021 00:00,Glu,8,16,Approved,1.22,0.25,0.4,4.04,263,1.2,0.44
,R28788,932-029,13-03-2021 00:00,Glu,2,4,Approved,1.17,0.24,0.3,3.16,19,0.4,0.12
,R28741,932-029,13-03-2021 00:00,Glu,3,2,Approved,1.17,0.25,0.2,3.87,101,0.2,0.39
,R28739,932-029,13-03-2021 00:00,Glu,2,4,Approved,1.25,0.23,0.1,3.7,124,1.2,0.27
,R28762,932-029,13-03-2021 00:00,Glu,2,1,Approved,1.28,0.21,0.4,3.69,267,3.2,0.88
,R28740,932-029,13-03-2021 00:00,Glu,2,4,Approved,1.03,0.23,0.9,4.32,300,1.2,0.43
,R28739,932-029,13-03-2021 00:00,Glu,1,5,Approved,1.23,0.25,0.1,4.13,48,0.1,0.51
,R28685,932-029,13-03-2021 00:00,Glu,8,14,Approved,1.25,0.24,1.3,4.25,321,0.5,0.7
,R28650,932-029,13-03-2021 00:00,Glu,2,4,Approved,1.23,0.2,0.3,2.47,111,2,1.5
,R28764,932-029,13-03-2021 00:00,Glu,3,5,Approved,1.22,0.27,0.9,4.2,242,1.2,0.27
,R28741,932-029,13-03-2021 00:00,Glu,1,2,Approved,1.15,0.25,0.1,3.97,226,0.6,0.55
,R28650,932-029,13-03-2021 00:00,Glu,3,12,Approved,1.27,0.2,0.1,3.65,51,1.4,0.91
,R28762,932-029,13-03-2021 00:00,Glu,8,3,Approved,1.25,0.19,0.2,2.59,89,2.3,1.16
,R28776,932-029,13-03-2021 00:00,Glu,1,12,Approved,1.1,0.24,0.1,1.32,299,2.7,1.06
,R28740,932-029,13-03-2021 00:00,Glu,3,7,Approved,1.1,0.23,0.3,4.54,125,0.2,0.5
,R28797,932-029,13-03-2021 00:00,Glu,3,6,Approved,1.13,0.23,0.3,3.97,137,0,0.15
,R28685,932-029,13-03-2021 00:00,Glu,1,2,Approved,1.27,0.21,0.2,3.99,68,0.6,0.07
,R28762,932-029,13-03-2021 00:00,Glu,1,9,Approved,1.3,0.2,0.1,2.49,10,0.1,0.28
,R28762,932-029,13-03-2021 00:00,Glu,3,2,Approved,1.17,0.24,1.3,4.26,285,1.8,0.14
,R28797,932-029,13-03-2021 00:00,Glu,2,14,Approved,1.13,0.25,0,3.09,185,2.4,0.42
,R28799,932-029,13-03-2021 00:00,Glu,3,14,Approved,1.22,0.22,0.3,4.95,64,0,0.39
,R28799,932-029,13-03-2021 00:00,Glu,2,5,Approved,1.13,0.24,0.3,4.2,46,1.4,0.19
,R28746,932-029,13-03-2021 00:00,Glu,8,4,Approved,1.2,0.21,0,3.71,48,0,0.16
,R28796,932-029,13-03-2021 00:00,Glu,1,16,Approved,1.15,0.22,0.4,3,250,1.8,0.53
,R28776,932-029,13-03-2021 00:00,Glu,8,12,Approved,1.2,0.23,1,4.58,239,0.9,0.61
,R28776,932-029,13-03-2021 00:00,Glu,3,4,Approved,1.2,0.26,0.6,4.3,183,0.1,0.89
,R28650,932-029,13-03-2021 00:00,Glu,1,8,Approved,1.22,0.23,0.6,3.24,261,0.4,0.23
,R28799,932-029,13-03-2021 00:00,Glu,8,9,Approved,1.2,0.2,0.3,1.81,68,3.1,2.36
,R28796,932-029,13-03-2021 00:00,Glu,8,7,Approved,1.13,0.25,0.6,3.16,286,0.5,0.15
,R28741,932-029,13-03-2021 00:00,Glu,2,7,Approved,1.15,0.25,0.4,4.14,276,0.4,0.48
,R28788,932-029,13-03-2021 00:00,Glu,8,4,Approved,1.15,0.26,0.1,4.23,1,1,0.85
,R28740,932-029,13-03-2021 00:00,Glu,8,12,Approved,1.12,0.28,0.5,4.64,236,0.2,0.56
,R28776,932-029,13-03-2021 00:00,Glu,2,8,Approved,1.22,0.23,0.8,4.17,210,0,0.33
,R28746,932-029,13-03-2021 00:00,Glu,2,12,Approved,1.2,0.28,0.6,3.99,291,2.1,0.06
,R28746,932-029,13-03-2021 00:00,Glu,3,14,Approved,1.1,0.24,0.5,4.37,135,0.4,0.78
,R28685,932-029,13-03-2021 00:00,Glu,3,6,Approved,1.23,0.19,0.7,4.66,239,0.6,0.54
,R28764,932-029,13-03-2021 00:00,Glu,2,4,Approved,1.23,0.25,0.2,2.78,153,0.4,0.1
,R28797,932-029,13-03-2021 00:00,Glu,1,4,Approved,1.22,0.24,0.5,4.38,109,0.2,0.71
,R28685,932-029,13-03-2021 00:00,Glu,2,7,Approved,1.22,0.24,1.6,3.53,354,3.5,0.34
,R28740,932-029,13-03-2021 00:00,Glu,1,10,Approved,1.12,0.25,0.8,4.59,237,0.5,0.42
,R28764,932-029,13-03-2021 00:00,Glu,8,15,Approved,1.22,0.22,0.7,2.74,252,2.9,0.57
,R28797,932-029,13-03-2021 00:00,Glu,8,14,Approved,1.13,0.44,0.6,0.43,139,0.2,0.16
,R28739,932-029,13-03-2021 00:00,Glu,3,15,Approved,1.22,0.26,0.3,3.91,215,2.1,0.25
,R28650,932-029,13-03-2021 00:00,Glu,8,2,Approved,1.23,0.26,1.8,4.5,283,1,0.61
,R28799,932-029,13-03-2021 00:00,Glu,1,2,Approved,1.22,0.24,1.5,3.97,338,2.4,0.59
,R28746,932-029,13-03-2021 00:00,Glu,1,4,Approved,1.13,0.21,0.2,3.67,71,0.5,0.22
,R28688,932-029,12-03-2021 07:23,Glu,8,3,Approved,1.52,0.29,1.4,4.49,139,1.3,0.74
,R28688,932-029,12-03-2021 07:23,Glu,2,6,Approved,1.6,0.22,1.4,3.86,204,0,0.77
,R28688,932-029,12-03-2021 07:23,Glu,3,4,Approved,1.52,0.23,1.9,3.42,205,0.2,0.85
,R28688,932-029,12-03-2021 07:23,Glu,1,2,Approved,1.52,0.25,1.4,3.7,210,0,0.82
,R28684,932-029,12-03-2021 07:22,Glu,1,9,Approved,1.53,0.21,1.4,2.82,146,2.8,0.8
,R28684,932-029,12-03-2021 07:22,Glu,2,1,Approved,1.57,0.24,2,4.49,101,0,0.15
,R28684,932-029,12-03-2021 07:22,Glu,3,15,Approved,1.53,0.24,1.8,4.09,318,0.4,0.63
,R28763,932-029,12-03-2021 07:22,Glu,1,4,Approved,1.63,0.22,1.4,4.21,146,0.7,0.6
,R28763,932-029,12-03-2021 07:22,Glu,3,7,Approved,1.63,0.21,1.6,4.17,159,0.8,0.65
,R28763,932-029,12-03-2021 07:22,Glu,8,2,Approved,1.6,0.24,1.7,4.25,150,0.6,0.59
,R28763,932-029,12-03-2021 07:22,Glu,2,8,Approved,1.57,0.24,2.2,4.15,275,0.5,0.41
,R28728,932-029,12-03-2021 07:22,Glu,3,15,Approved,1.52,0.21,0.8,3.25,14,0.2,0.42
,R28728,932-029,12-03-2021 07:22,Glu,4,2,Approved,1.53,0.15,0.9,2.71,27,2,0.75
,R28728,932-029,12-03-2021 07:22,Glu,2,10,Approved,1.63,0.24,2.3,4.17,272,1.4,0.01
,R28728,932-029,12-03-2021 07:22,Glu,8,16,Approved,1.53,0.2,1.7,4.29,260,0,0.34
,R28724,932-029,12-03-2021 07:21,Glu,3,3,Approved,1.58,0.1,1,2.11,73,2.1,1.11
,R28724,932-029,12-03-2021 07:21,Glu,2,8,Approved,1.62,0.25,2,3.55,158,1.9,0.35
,R28724,932-029,12-03-2021 07:21,Glu,1,7,Approved,1.52,0.27,3.2,4.88,328,2.2,0.3
,R28694,932-029,12-03-2021 07:20,Glu,1,9,Approved,0.52,0.23,1.4,3.61,301,0.3,0.28
,R28694,932-029,12-03-2021 07:20,Glu,3,2,Approved,0.47,0.17,0.7,3.14,72,1.2,0.09
,R28694,932-029,12-03-2021 07:20,Glu,2,13,Approved,0.55,0.23,1.2,4.1,147,0.4,0.63
,R28694,932-029,12-03-2021 07:20,Glu,8,3,Approved,0.55,0.26,1.9,3.94,210,1.4,0.24
,R28752,932-029,12-03-2021 07:19,Glu,8,12,Approved,1.5,0.27,2.1,3.57,258,2.6,0.44
,R28752,932-029,12-03-2021 07:19,Glu,2,3,Approved,1.5,0.27,3.2,3.58,319,3.8,0.16
,R28752,932-029,12-03-2021 07:19,Glu,1,8,Approved,1.53,0.19,1.6,3.09,77,0.7,0.13
,R28752,932-029,12-03-2021 07:19,Glu,3,1,Approved,1.48,0.21,1.2,2.6,9,2,0.48
,R28675,932-029,12-03-2021 07:19,Glu,3,4,Approved,1.63,0.21,1.7,4.48,82,0.1,0.31
,R28675,932-029,12-03-2021 07:19,Glu,1,12,Approved,1.6,0.22,2,3.74,181,1.3,0.16
,R28675,932-029,12-03-2021 07:19,Glu,8,5,Approved,1.53,0.2,2.3,4.23,283,0.5,0.37
,R28675,932-029,12-03-2021 07:19,Glu,2,3,Approved,1.53,0.24,2.1,4.25,141,0.2,0.5
,R28639,932-029,12-03-2021 07:18,Glu,8,15,Approved,1.52,0.18,1.5,3.41,159,0.1,0.08
,R28639,932-029,12-03-2021 07:18,Glu,1,16,Approved,1.58,0.2,1.3,3.93,22,0.6,0.08
,R28639,932-029,12-03-2021 07:18,Glu,2,3,Approved,1.5,0.25,2,4.11,121,0.7,0.46
,R28766,932-029,12-03-2021 07:17,Glu,2,13,Approved,0.53,0.21,1.2,4.16,155,0.3,0.87
,R28766,932-029,12-03-2021 07:17,Glu,3,2,Approved,0.53,0.17,1.1,2.91,27,0.8,0.41
,R28766,932-029,12-03-2021 07:17,Glu,8,12,Approved,0.53,0.33,0.6,2.96,34,1,0.76
,R28766,932-029,12-03-2021 07:17,Glu,1,2,Approved,0.47,0.22,2.5,4.16,367,0.8,1.01
