time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1506,2.724,6.738,0.49,0.3,4.54,369,1.2,0.57
1127,2.618,5.818,0.23,1.1,4.88,28,1.1,0.02
155,2.507,6.391,0.23,1.4,4.35,176,0.5,0.62
2712,2.539,6.66,0.34,0.8,3.97,212,0.6,0.36
1584,2.33,6.58,0.29,0.2,3.5,247,1.0,0.79
1813,2.734,6.33,0.27,0.7,4.72,156,0.8,0.19
873,2.584,6.319,0.26,1.2,5.61,32,0.8,0.16
1313,2.285,6.293,0.24,0.8,1.83,197,2.4,1.1
20,2.778,6.229,0.34,2.6,4.34,283,0.0,0.26
1439,2.63,6.597,0.31,1.0,4.54,247,1.1,0.34
1348,2.77,5.617,0.29,1.1,1.47,206,0.7,1.18
7212,2.688,6.272,0.42,1.7,4.51,229,0.1,0.03
1360,2.445,6.108,0.26,0.8,4.54,143,0.1,0.44
1783,2.682,6.664,0.25,0.2,3.84,143,0.3,0.22
2,2.666,6.187,0.23,1.0,3.85,140,0.6,0.39
1375,2.241,6.172,0.33,1.2,4.73,279,0.6,0.75
2534,2.835,6.411,0.19,1.4,3.95,234,2.6,0.05
2081,3.018,5.805,0.27,0.2,4.84,8,0.1,0.2
9737,2.309,6.116,0.27,0.4,4.62,275,0.1,1.03
1430,2.948,6.033,0.18,1.4,4.8,19,0.0,0.1
3001,2.454,6.636,0.4,2.7,4.59,210,0.3,0.32
1557,2.713,6.499,0.24,0.4,4.01,98,0.2,1.22
4693,2.548,6.651,0.34,2.2,4.6,302,0.8,0.19
1516,2.605,6.731,0.32,0.6,4.14,298,0.4,0.09
1017,2.551,5.648,0.22,0.3,4.45,144,0.2,0.93
4146,2.673,5.966,0.17,0.6,3.64,195,0.5,0.19
3188,2.53,6.758,0.23,2.3,4.08,338,1.6,0.08
2358,2.68,6.634,0.26,1.1,4.01,329,1.2,0.62
1272,2.68,6.629,0.26,0.5,2.93,157,4.0,0.9
18,2.578,6.323,0.31,0.1,4.22,28,0.8,0.03
3112,2.522,7.058,0.34,0.3,3.64,116,0.2,0.56
2508,2.601,6.214,0.3,1.6,4.07,165,0.7,0.14
1831,2.732,6.95,0.23,1.7,4.76,73,1.0,0.06
3994,2.45,6.477,0.28,0.4,5.05,12,0.9,0.03
2428,2.65,6.113,0.25,0.5,3.49,160,0.2,0.31
1058,2.026,6.239,0.3,0.6,2.71,82,0.0,2.0
411,2.514,6.526,0.21,0.8,3.38,64,1.2,0.98
258,2.829,6.678,0.26,0.6,4.32,20,0.2,0.15
1572,2.573,6.711,0.22,0.8,3.82,233,2.2,0.64
1445,2.59,6.556,0.3,1.6,4.34,198,0.7,0.27
4560,2.702,6.52,0.27,1.4,3.73,258,1.1,0.12
1720,2.902,6.286,0.3,0.2,4.28,115,1.2,0.36
1573,2.56,6.599,0.38,0.0,4.19,280,1.4,0.08
1102,2.643,5.891,0.2,2.0,3.43,193,0.3,0.28
913,2.53,6.701,0.13,0.2,2.46,132,0.4,1.88
960,2.57,6.403,0.23,0.8,4.4,239,0.0,0.22
273,2.807,6.517,0.3,1.4,4.48,213,0.2,0.51
2646,2.492,5.788,0.29,1.2,3.07,56,0.0,0.58
4624,2.466,6.148,0.25,1.3,5.34,236,0.5,0.31
1875,2.671,6.236,0.25,1.9,4.77,201,1.0,0.01
1488,2.75,5.344,0.14,0.6,3.33,48,1.3,0.92
3656,2.461,6.347,0.23,0.0,4.04,367,1.8,0.1
1611,2.714,6.172,0.31,0.6,3.36,243,0.1,0.23
1495,2.532,6.76,0.35,1.5,2.45,313,1.4,0.79
1731,2.718,6.495,0.33,0.5,3.29,78,0.2,0.2
4480,2.316,6.709,0.34,0.0,3.83,40,1.3,1.45
3743,2.348,6.335,0.25,1.9,4.49,277,0.0,0.4
5543,2.85,6.681,0.27,0.0,4.61,130,0.4,0.2
5,2.557,6.65,0.27,1.0,4.64,209,1.7,0.09
4264,2.58,6.448,0.28,0.6,4.46,33,0.1,0.49
1479,2.705,5.591,0.23,2.1,3.55,218,0.8,0.06
4688,2.749,5.523,0.25,0.0,4.92,103,0.3,0.35
1055,2.182,6.338,0.22,0.5,1.45,101,0.7,1.07
5389,2.486,6.381,0.35,0.7,4.21,341,0.1,0.72
1729,2.857,6.592,0.27,0.1,3.59,99,2.0,0.53
5841,2.548,6.12,0.24,1.0,3.01,79,1.0,0.74
549,2.729,5.893,0.23,0.7,3.89,84,0.8,0.43
2085,2.82,6.166,0.19,0.3,2.42,60,1.6,1.11
2765,2.578,6.199,0.22,0.7,4.77,136,0.2,0.02
318,2.419,6.316,0.3,0.2,4.56,48,0.5,0.08
4830,2.393,6.795,0.36,0.3,3.89,214,2.2,0.29
1023,2.648,6.336,0.19,0.4,1.84,88,3.4,1.6
1606,2.537,5.909,0.3,0.9,4.63,74,1.2,0.13
1472,2.37,5.812,0.22,0.3,3.64,106,1.4,0.91
1432,2.751,6.056,0.24,0.4,2.98,78,1.0,0.06
1066,2.343,6.668,0.3,0.5,2.76,40,0.3,1.01
1821,2.668,6.266,0.26,0.7,2.93,130,1.0,0.06
1751,2.823,6.404,0.25,1.3,3.67,318,1.5,0.54
4207,2.62,6.597,0.35,1.6,4.5,368,2.2,0.55
592,2.568,5.875,0.26,0.5,4.85,126,0.0,0.44
1835,2.442,6.081,0.24,0.9,3.59,142,1.1,0.09
10107,2.658,6.069,0.39,1.1,2.79,129,1.4,0.8
2380,2.488,6.384,0.28,1.2,3.68,79,0.1,0.28
1321,2.73,6.153,0.22,0.0,4.12,49,2.5,0.58
12,2.955,6.729,0.3,0.5,4.25,53,0.4,0.54
396,2.85,6.131,0.27,0.3,3.93,21,1.6,0.61
8792,2.378,6.497,0.28,0.8,4.35,250,0.2,0.03
1898,2.776,6.245,0.28,1.1,4.0,94,0.2,0.51
1261,2.5,5.705,0.15,0.0,5.0,146,0.3,0.32
851,2.623,6.566,0.23,1.4,3.93,324,0.9,0.39
7069,2.542,6.325,0.19,0.7,4.56,207,1.2,0.19
2908,2.534,5.943,0.32,1.2,3.33,116,0.6,0.62
1601,2.446,5.414,0.23,1.3,5.01,75,0.2,0.28
5655,2.564,6.098,0.5,1.3,2.14,231,0.8,0.63
1255,2.808,6.879,0.27,1.5,3.5,232,1.4,0.04
2023,2.288,5.51,0.27,0.2,3.83,340,0.4,0.57
60,2.823,6.977,0.25,1.4,3.16,195,2.6,0.75
2593,2.49,6.408,0.26,2.3,4.41,265,0.0,0.73
1277,2.793,5.949,0.27,0.5,4.46,70,0.8,0.58
285,2.57,5.838,0.22,1.4,4.86,45,0.0,0.06
305,2.789,7.224,0.28,2.5,3.98,288,2.2,0.35
34,2.591,6.085,0.25,1.4,3.86,82,0.3,0.38
277,2.506,6.233,0.27,1.6,5.32,219,0.9,0.02
4594,2.73,6.352,0.11,1.6,5.18,302,1.0,0.33
1932,2.411,5.282,0.29,1.2,3.75,37,0.1,0.3
1269,2.826,6.025,0.25,0.6,3.44,6,1.0,0.16
4654,2.912,6.072,0.23,0.7,4.36,19,0.3,0.0
1722,2.595,6.809,0.33,2.2,3.9,257,0.5,0.9
2829,2.548,5.635,0.32,0.4,4.58,136,0.8,0.18
1044,2.762,6.375,0.24,0.8,4.68,195,0.0,0.87
1262,2.63,6.286,0.11,0.7,1.63,181,3.9,1.09
2734,2.495,6.457,0.34,0.6,4.68,256,0.1,0.05
1102,2.558,6.656,0.36,1.2,5.16,222,0.0,0.48
5790,2.9,5.961,0.29,1.0,4.88,249,1.7,0.39
4595,2.697,6.269,0.31,0.7,4.83,322,0.0,0.04
1315,2.793,6.607,0.35,0.2,1.98,106,3.5,0.3
2870,2.652,6.403,0.24,1.8,4.54,50,0.3,0.3
1388,2.8,6.342,0.38,0.4,2.75,170,4.6,1.46
2450,2.686,6.754,0.21,0.8,4.09,238,0.6,0.54
2756,2.69,5.347,0.29,1.6,5.77,153,1.1,0.71
1855,2.419,6.867,0.3,1.6,3.85,242,2.6,1.09
6082,2.566,6.932,0.34,2.0,4.42,280,1.0,0.26
2973,2.71,5.287,0.08,0.5,3.82,254,0.9,1.39
1597,2.386,5.9,0.35,0.4,4.53,187,0.8,0.31
1191,2.565,5.727,0.28,0.3,4.7,280,0.9,0.09
1505,2.656,6.03,0.29,0.1,4.5,7,0.6,0.16
1871,2.519,6.056,0.23,0.5,4.45,78,0.3,0.05
77,2.696,7.035,0.25,0.8,3.11,167,2.3,0.73
830,2.556,6.278,0.29,0.0,2.08,84,0.8,0.73
2767,2.48,5.851,0.14,0.7,5.11,200,0.6,0.19
1571,2.862,5.752,0.3,0.3,4.97,33,0.8,0.01
7135,2.659,6.744,0.3,0.7,5.89,228,1.5,0.82
5381,2.509,6.086,0.29,0.1,4.77,266,0.0,0.22
1387,2.626,5.911,0.3,0.6,4.67,53,0.4,0.81
1052,2.46,5.971,0.13,1.1,4.72,200,1.4,0.05
129,2.597,7.225,0.27,0.8,4.24,275,2.9,0.06
1466,2.657,5.694,0.27,0.2,4.43,24,0.1,0.63
1278,2.771,6.815,0.37,1.5,4.14,250,0.2,0.58
3843,2.882,7.144,0.35,0.7,3.72,297,3.1,0.23
4425,2.617,5.809,0.35,0.6,4.01,154,0.8,0.46
3199,2.19,6.336,0.27,1.0,3.96,158,2.8,1.68
5398,2.67,6.522,0.42,0.2,4.12,347,0.8,0.82
1441,2.779,5.858,0.31,0.4,4.08,153,1.8,0.18
4001,2.75,6.29,0.25,0.4,4.64,322,0.7,0.1
4628,2.54,6.02,0.26,0.1,5.44,36,1.1,0.48
2487,2.603,5.255,0.14,1.3,3.47,321,1.5,1.82
68,2.622,5.696,0.23,0.2,4.14,87,0.2,0.01
2368,2.47,6.566,0.3,1.7,4.03,205,2.1,0.11
2899,2.506,5.135,0.33,0.6,4.07,174,1.8,0.58
3113,2.321,5.584,0.27,0.6,3.81,100,0.9,0.28
1791,2.62,5.109,0.25,2.6,4.95,121,0.4,0.53
2713,2.607,6.12,0.43,0.0,3.01,99,2.3,2.35
1056,2.548,6.295,0.32,0.2,4.4,124,0.4,1.2
185,2.556,6.564,0.27,1.1,4.3,213,1.2,2.32
1047,2.833,6.611,0.25,0.6,3.83,193,1.9,0.7
1132,2.664,6.574,0.25,0.7,4.27,365,1.8,0.17
20085,2.722,6.123,0.18,0.3,5.01,180,0.0,0.1
1523,2.362,6.057,0.15,0.4,4.02,160,0.5,0.45
525,2.804,5.316,0.14,1.1,2.41,201,1.6,0.59
1730,2.41,6.299,0.32,0.2,4.86,36,0.6,0.02
3929,2.719,6.769,0.38,0.8,2.14,253,1.9,0.16
1557,2.828,5.814,0.29,0.8,4.67,59,1.1,0.42
1265,2.621,6.254,0.37,0.7,4.81,302,0.9,0.48
2550,2.357,6.335,0.31,1.2,4.64,202,0.2,0.26
966,2.663,5.9,0.17,0.8,3.69,44,0.8,0.68
816,2.767,6.2,0.33,1.1,2.86,230,1.9,2.18
2490,2.831,6.642,0.25,2.4,3.69,307,0.7,0.55
2734,2.609,6.651,0.28,0.5,4.69,325,0.0,0.32
3435,2.456,6.293,0.4,1.5,4.32,36,0.1,0.07
30,2.323,5.688,0.32,0.4,4.23,87,0.1,0.84
885,2.612,5.567,0.25,1.2,3.11,250,0.6,0.08
4859,2.567,6.185,0.31,0.5,3.73,229,3.4,0.28
1676,2.674,6.044,0.29,0.1,4.94,83,0.0,0.25
3765,2.526,6.052,0.22,0.1,3.99,124,0.2,0.51
1144,2.647,6.397,0.32,0.3,3.12,183,0.6,0.11
1494,2.847,5.894,0.21,1.4,4.4,94,0.9,0.86
2515,2.6,6.211,0.21,2.0,4.15,284,1.6,0.6
1056,3.006,6.615,0.27,1.2,3.72,56,1.5,0.22
573,2.738,5.942,0.3,1.4,3.32,328,0.5,0.81
1950,2.631,6.329,0.38,0.6,2.84,227,3.1,0.65
4249,2.49,5.795,0.26,0.5,4.3,320,0.4,0.75
1667,2.568,6.533,0.33,0.8,4.84,257,1.4,0.49
2343,2.437,6.483,0.29,0.7,4.6,189,0.8,0.44
4280,2.601,6.613,0.3,2.1,4.64,190,0.3,0.26
269,2.58,5.966,0.32,0.6,5.14,37,0.3,0.13
1130,2.546,6.098,0.25,2.0,4.67,214,0.2,0.37
1684,2.644,5.929,0.23,0.1,5.8,76,0.5,1.66
1378,2.69,6.37,0.25,0.5,5.01,158,0.8,0.29
5,2.548,5.848,0.18,1.0,4.23,144,0.7,0.55
1161,2.647,6.443,0.14,1.2,4.55,311,1.2,0.06
3536,2.676,6.65,0.28,0.7,3.63,45,3.4,0.53
388,2.726,6.333,0.26,1.8,4.33,252,0.0,0.43
44,2.777,6.547,0.31,1.5,5.22,208,0.3,0.19
2479,2.566,6.671,0.24,1.6,4.34,264,2.1,0.09
680,2.677,6.198,0.3,1.3,4.96,315,1.0,0.21
1445,2.183,6.547,0.35,0.6,4.26,297,0.8,0.61
229,2.5,6.187,0.22,0.1,2.99,87,2.4,1.0
2577,2.476,6.312,0.2,0.9,4.4,243,0.9,0.28
3680,2.529,6.386,0.32,0.6,4.35,82,0.3,0.08
1573,2.637,5.858,0.35,1.4,4.41,179,1.2,0.53
1946,2.384,5.979,0.33,1.4,4.57,306,0.6,0.31
81,2.77,6.45,0.25,1.1,3.5,121,2.6,1.0
1831,2.52,6.203,0.2,0.2,3.45,86,2.2,0.81
2295,2.687,6.28,0.37,0.4,3.85,184,0.5,0.27
1972,2.404,6.159,0.28,1.5,4.45,279,0.1,0.21
4067,2.747,6.49,0.27,0.1,2.96,275,1.3,1.15
1190,2.705,6.377,0.33,0.0,2.82,75,0.6,2.19
3215,2.487,6.104,0.26,2.7,4.18,317,3.0,0.25
7112,2.964,5.884,0.17,0.5,2.35,89,1.4,0.79
3947,2.705,6.495,0.32,2.4,4.32,397,1.1,0.42
1328,2.62,6.503,0.29,0.3,1.1,307,2.0,2.59
1764,3.131,6.448,0.23,0.2,4.21,182,3.0,1.0
1194,2.52,7.074,0.26,2.8,4.6,328,1.7,0.24
5375,2.796,6.12,0.28,0.4,4.45,186,1.2,0.6
4212,2.703,6.136,0.26,1.9,4.92,258,0.5,0.36
1754,2.233,5.259,0.23,0.7,5.83,89,0.2,0.7
2565,2.603,5.829,0.25,0.9,1.11,34,0.9,0.17
4062,2.711,6.399,0.28,0.4,5.09,256,0.9,0.12
2559,2.455,6.418,0.34,1.4,4.77,163,0.7,0.04
2504,2.376,5.942,0.35,1.2,4.61,152,0.0,0.37
11687,2.363,6.352,0.17,0.0,4.12,158,1.2,0.15
7091,2.616,6.089,0.31,1.3,4.1,87,0.8,0.51
1238,2.615,6.477,0.3,1.5,5.03,140,1.0,0.05
1231,2.68,6.515,0.28,1.3,4.83,183,1.9,0.43
1401,2.836,5.814,0.19,0.2,4.52,58,0.1,0.37
489,2.706,6.669,0.32,2.5,4.67,199,0.8,0.14
1740,2.62,6.31,0.23,1.8,4.65,186,0.7,0.52
583,2.437,6.686,0.35,1.7,2.86,140,1.3,0.94
1388,2.853,6.995,0.29,0.5,4.85,245,0.6,0.47
1854,2.647,6.978,0.29,1.2,3.84,245,0.9,0.67
2414,2.444,5.731,0.22,0.2,3.95,189,0.8,0.33
1616,2.421,6.279,0.41,0.3,4.62,14,0.7,0.52
5614,2.657,6.007,0.22,0.2,3.34,117,0.1,0.41
1901,2.741,6.361,0.32,1.6,4.19,229,0.3,0.58
1784,2.222,5.648,0.34,1.7,4.29,217,1.0,0.1
11,2.515,6.702,0.29,0.4,4.22,110,1.9,1.27
1393,2.731,6.045,0.19,1.2,4.2,245,0.3,0.2
4341,2.641,6.13,0.38,0.0,5.05,53,0.8,0.59
1450,2.535,6.352,0.36,1.6,4.18,214,1.9,0.09
1684,2.535,5.896,0.3,0.5,4.99,154,0.1,0.93
10073,2.873,6.487,0.27,0.9,4.79,73,1.4,1.57
1313,2.285,6.293,0.24,0.8,1.83,197,2.4,1.1
7076,2.597,6.705,0.35,1.1,3.8,165,0.4,0.31
4457,2.462,6.054,0.33,0.1,4.7,19,0.7,0.1
1560,2.51,6.284,0.24,0.4,4.97,76,0.5,0.07
2665,2.772,6.122,0.24,0.7,4.79,124,1.0,0.07
1521,2.7,5.805,0.08,0.9,2.46,14,1.6,0.66
9687,2.554,6.577,0.16,0.3,3.97,144,0.3,0.19
2893,2.499,6.887,0.33,2.0,4.91,212,0.7,0.15
341,2.335,5.783,0.28,0.4,4.09,208,0.8,0.02
1174,3.127,6.594,0.21,1.0,4.68,248,0.4,0.29
1395,2.57,6.169,0.33,1.5,3.93,343,0.1,0.09
2964,2.74,6.31,0.16,1.3,5.25,117,0.5,0.07
1556,2.487,6.429,0.25,1.0,4.79,178,0.0,0.13
1820,2.665,6.653,0.37,0.5,4.86,137,0.1,0.18
1501,2.601,5.979,0.34,0.3,4.58,84,0.7,0.29
4169,2.611,5.902,0.32,0.5,4.66,73,1.0,0.1
2512,2.523,6.38,0.33,1.7,4.68,191,1.3,0.09
4761,2.755,7.221,0.3,0.1,3.09,314,2.8,0.92
1872,2.776,6.835,0.23,1.0,3.2,296,1.8,0.19
1623,2.687,5.384,0.27,0.4,3.96,69,0.7,1.01
2707,2.71,6.048,0.36,0.4,4.93,152,1.0,0.31
1910,2.323,5.389,0.3,0.3,4.74,262,0.5,0.57
1954,2.613,5.611,0.2,2.3,4.35,238,0.6,0.28
106,2.633,5.935,0.27,0.5,5.14,211,1.3,0.17
209,2.449,5.629,0.24,0.2,4.95,182,0.8,0.22
5872,1.995,6.655,0.28,1.2,4.91,95,0.0,0.24
5708,2.614,5.89,0.28,0.2,4.31,163,0.4,0.41
1412,3.125,6.495,0.15,0.2,2.13,110,2.1,0.63
1785,2.039,5.718,0.33,0.7,3.45,47,1.2,0.71
1317,2.677,5.897,0.22,0.0,3.52,138,1.1,0.5
85,2.78,6.588,0.22,3.6,4.47,151,1.8,0.32
5468,2.942,5.116,0.19,1.2,4.18,76,0.2,0.99
2467,2.811,6.002,0.3,0.9,4.7,159,0.1,0.14
1529,2.595,6.733,0.3,0.9,4.59,333,0.3,0.67
4313,2.769,5.68,0.25,1.2,4.38,130,0.9,0.19
389,2.475,6.587,0.43,0.8,4.66,163,0.9,0.51
1663,2.42,6.438,0.38,0.9,3.64,325,2.6,0.84
1492,2.594,5.678,0.24,1.4,5.13,147,0.2,0.23
1512,2.652,6.866,0.37,2.0,4.83,269,0.7,0.34
1516,2.384,6.567,0.39,2.6,3.42,238,2.2,0.18
233,2.701,6.872,0.24,0.9,3.87,90,3.0,1.1
1291,2.473,6.505,0.38,0.7,1.36,45,1.6,0.33
1129,2.561,6.504,0.25,0.1,2.86,134,2.9,0.16
1386,2.73,5.833,0.35,1.3,4.7,239,0.6,0.75
1316,2.58,6.553,0.28,1.6,4.27,352,1.0,0.45
5510,2.33,5.637,0.2,1.0,3.3,152,0.7,0.21
1413,2.858,5.783,0.27,0.6,4.85,89,0.4,0.26
1562,2.403,6.787,0.38,1.2,4.68,429,1.0,0.28
2604,2.861,6.531,0.42,1.4,3.93,187,0.7,0.18
3423,2.401,6.875,0.28,1.0,4.24,275,1.7,0.03
2467,2.579,6.286,0.27,0.8,3.13,139,0.4,0.06
1115,2.58,6.374,0.25,1.7,4.0,234,0.2,0.51
1690,2.624,6.481,0.18,0.2,1.56,38,1.7,1.06
3568,2.848,6.386,0.31,0.1,3.54,277,1.4,0.27
2560,2.683,6.343,0.3,2.4,4.1,144,0.7,0.5
1804,3.011,6.912,0.24,1.3,4.21,197,1.5,0.36
3890,2.748,6.004,0.14,0.1,5.2,96,0.7,0.05
911,2.756,6.477,0.35,2.2,4.86,198,0.8,0.28
1833,2.475,6.394,0.32,0.7,4.83,94,0.6,0.12
11301,2.606,6.369,0.23,1.0,4.88,108,0.1,0.43
1665,2.749,6.377,0.29,1.1,3.99,235,0.2,0.27
118,2.543,6.751,0.36,1.0,4.54,293,0.8,0.16
3065,2.5,6.086,0.33,0.8,3.8,15,1.1,0.28
7345,2.603,5.857,0.23,0.5,5.89,52,0.8,0.57
4331,2.749,5.483,0.22,0.0,4.47,6,0.0,0.11
1422,2.515,5.956,0.38,0.8,5.11,211,0.3,0.23
1538,2.701,5.871,0.29,0.5,4.83,86,1.1,0.24
1453,2.063,5.819,0.32,0.6,5.88,110,0.4,0.04
1683,2.47,5.903,0.23,0.0,3.27,126,0.9,0.44
1886,2.642,7.145,0.48,2.0,3.77,284,3.2,0.66
2623,2.738,6.93,0.38,1.6,4.23,367,1.6,0.34
1778,2.429,6.225,0.34,0.4,3.56,81,0.4,0.26
76,2.474,6.728,0.29,2.2,3.64,288,0.8,0.92
1143,2.497,5.569,0.27,0.1,4.75,26,0.5,0.2
4037,2.64,6.236,0.31,1.6,4.91,170,0.8,0.46
1627,3.021,6.158,0.34,0.8,3.81,115,0.6,0.48
2759,2.517,6.134,0.29,0.0,5.2,103,0.7,0.1
1260,2.694,6.85,0.23,0.5,4.77,354,2.4,0.05
1488,2.69,4.996,0.22,0.1,2.93,182,0.9,0.44
1751,2.59,6.054,0.19,1.2,3.83,4,0.7,0.21
2667,3.082,6.856,0.24,0.7,4.88,147,1.1,0.67
1325,2.622,6.253,0.32,1.9,3.59,247,1.5,0.26
1757,2.519,6.281,0.29,0.0,4.49,65,1.1,0.36
4064,2.577,6.612,0.35,0.8,2.58,86,2.0,0.7
1920,2.783,6.466,0.22,0.4,3.71,161,0.9,0.31
1539,2.678,6.63,0.33,0.3,3.68,91,0.6,0.17
41,2.989,6.526,0.23,1.7,4.11,209,0.6,0.4
9,2.663,6.247,0.26,0.2,3.75,130,0.1,0.27
1990,2.92,6.394,0.21,0.6,4.5,26,0.1,0.03
1423,2.581,6.207,0.35,0.2,3.63,293,0.1,0.43
1462,2.446,5.991,0.41,0.4,4.05,163,1.2,0.01
1653,2.37,6.48,0.25,0.2,4.24,261,0.8,0.85
2470,2.49,6.119,0.17,0.3,4.74,146,0.6,0.75
60,2.716,5.793,0.16,0.1,2.51,110,1.3,1.75
1564,2.466,6.383,0.28,1.7,3.54,174,0.0,0.7
42,2.62,6.104,0.18,0.1,4.46,155,0.2,0.48
1305,2.552,6.71,0.28,0.3,6.36,285,1.3,0.19
1214,2.434,5.954,0.26,0.3,1.64,155,1.0,1.88
3036,2.713,6.768,0.23,1.5,4.75,335,1.7,0.39
2894,2.666,5.897,0.2,0.7,2.4,282,0.7,1.7
356,2.63,6.494,0.35,2.8,5.01,252,0.0,0.2
1386,2.346,6.939,0.4,1.3,3.09,207,1.8,1.32
4363,2.66,6.127,0.21,0.2,1.95,21,1.8,0.64
602,2.395,6.289,0.28,1.8,5.39,8,0.3,0.12
2801,2.521,6.211,0.31,0.8,4.32,86,0.2,0.06
2012,2.77,6.584,0.43,1.8,4.81,287,2.0,0.49
563,2.128,5.808,0.32,1.2,4.04,149,0.6,0.45
101,2.424,5.8,0.28,0.8,3.67,130,0.2,0.14
8912,2.707,6.312,0.37,0.2,3.7,76,1.5,0.42
1978,2.549,6.107,0.18,1.4,4.79,163,0.2,0.37
9104,2.446,6.153,0.46,0.6,3.19,264,2.2,0.31
4890,2.686,6.528,0.27,1.3,4.03,4,1.0,0.22
1246,2.583,6.557,0.11,0.2,1.92,88,2.0,1.73
156,2.458,5.823,0.15,1.0,5.1,83,0.2,0.01
930,2.741,6.296,0.22,0.5,3.95,189,0.9,0.3
1409,2.63,6.003,0.27,0.5,5.59,79,0.3,0.32
204,2.416,6.184,0.38,1.8,3.82,143,0.3,1.0
919,3.123,5.877,0.3,0.1,3.45,140,1.4,1.17
1025,2.655,6.402,0.31,1.2,2.93,268,1.3,0.69
847,2.675,6.318,0.27,0.5,4.41,144,0.8,0.02
1283,2.737,5.951,0.35,0.5,4.17,170,1.0,0.74
2949,2.708,6.344,0.3,0.9,5.0,231,0.1,0.23
1322,2.877,6.056,0.26,0.7,4.7,125,0.4,0.05
2299,2.325,6.198,0.34,1.4,4.3,234,0.4,0.57
2806,2.7,4.946,0.17,0.6,4.15,4,0.4,0.43
1163,2.682,5.941,0.3,0.9,4.25,213,0.6,0.89
1753,2.28,5.81,0.29,1.2,4.66,294,1.4,0.6
1638,2.763,6.604,0.28,4.1,4.09,271,0.9,0.36
100,2.62,6.182,0.32,2.1,3.83,322,0.4,0.24
1630,2.842,5.787,0.28,0.8,4.74,226,0.3,0.25
1777,2.938,6.542,0.36,2.2,4.93,163,0.1,0.05
1325,2.406,6.489,0.32,1.4,4.31,198,0.7,0.54
187,2.645,5.798,0.28,1.0,3.6,233,0.2,0.51
1110,2.925,6.667,0.17,0.5,1.75,66,3.0,0.54
1488,2.644,6.519,0.23,0.6,4.07,307,1.5,0.07
1506,2.65,5.716,0.23,0.6,3.17,229,1.3,1.39
3119,2.313,5.941,0.34,1.4,3.16,223,1.2,0.71
13,2.377,6.115,0.33,0.7,5.02,76,0.0,0.28
1772,2.824,6.455,0.39,1.6,4.0,376,1.3,0.76
1450,2.531,6.366,0.31,0.0,4.66,63,0.9,0.68
2556,2.431,5.549,0.13,0.0,4.97,258,1.0,0.36
1684,2.638,6.664,0.28,1.0,4.99,146,0.5,0.22
1257,2.57,6.783,0.3,0.6,4.28,254,0.5,0.07
2343,2.512,5.684,0.37,0.5,4.62,260,0.1,0.12
1669,2.526,5.967,0.24,0.4,4.4,84,0.0,0.07
2381,2.481,6.327,0.23,0.2,0.6,106,2.4,2.04
978,2.493,6.295,0.25,0.8,4.55,186,1.3,0.15
2429,2.52,5.962,0.22,0.4,4.76,128,0.0,0.19
173,2.592,6.734,0.2,0.7,2.14,17,1.7,1.09
1293,2.566,6.117,0.34,0.4,3.8,83,2.4,0.09
1168,2.406,6.061,0.31,0.2,4.39,36,0.2,0.0
2500,2.9,6.166,0.3,0.9,2.79,145,1.5,2.11
1069,2.571,5.961,0.33,0.4,3.46,34,1.6,1.59
3056,2.58,6.669,0.15,0.9,3.93,290,0.3,0.07
5452,2.807,5.921,0.24,0.3,5.1,157,0.1,0.11
1386,2.56,5.629,0.22,0.1,4.66,221,0.2,0.24
1254,2.594,6.054,0.32,0.3,4.47,3,0.1,0.57
441,2.737,6.552,0.26,2.3,4.1,317,0.8,0.68
3329,2.854,6.274,0.4,1.0,4.12,321,0.5,0.15
1525,2.52,6.434,0.29,0.6,3.06,94,1.8,0.1
1744,2.902,6.264,0.3,1.1,3.9,148,0.6,0.5
1241,2.615,6.74,0.37,2.6,4.6,111,1.9,0.33
1687,2.822,5.91,0.22,1.4,4.25,156,0.4,0.12
365,2.475,6.024,0.27,0.8,4.92,174,0.5,0.07
3011,2.721,5.826,0.3,1.0,4.49,24,1.3,0.11
4043,2.638,6.257,0.36,2.1,4.84,230,2.6,0.32
1423,2.614,6.204,0.31,0.0,4.53,133,1.2,0.45
1526,2.493,5.789,0.23,0.8,4.78,48,0.7,0.61
1394,2.648,6.193,0.26,0.8,3.86,135,0.5,0.33
2608,2.652,5.723,0.37,0.2,4.0,192,0.4,0.6
5832,2.727,6.078,0.29,1.2,4.76,57,0.5,0.74
1358,2.641,6.364,0.35,0.2,3.47,196,1.2,0.44
1305,2.53,6.18,0.29,0.3,5.57,98,0.3,0.45
5398,2.53,6.079,0.37,0.1,4.74,86,0.5,0.76
1050,2.924,6.807,0.22,0.4,3.77,161,2.2,0.62
4429,2.579,6.102,0.36,1.5,4.74,184,0.1,0.54
4098,2.246,6.129,0.2,0.4,4.4,90,1.0,0.48
1551,2.594,6.868,0.21,0.4,3.78,183,4.1,0.16
162,2.29,6.847,0.28,1.8,4.24,287,4.2,0.41
1217,3.034,5.799,0.29,2.1,4.68,157,0.8,0.48
1464,2.533,5.843,0.31,1.1,4.77,208,1.3,0.03
1307,2.63,6.581,0.28,1.4,3.88,323,2.4,0.48
