time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
0.133,0.492,0.521,1.000,1.000,0.227,0.053,0.414,0.399,0.082,0.025
0.089,0.369,0.364,1.000,1.000,0.130,0.158,0.419,0.181,0.060,0.015
0.050,0.501,0.462,1.000,1.000,0.162,0.088,0.363,0.115,0.011,0.111
1.000,0.657,0.327,1.000,1.000,0.130,0.158,0.569,0.329,0.098,0.015
0.066,0.770,0.249,1.000,1.000,0.114,0.035,0.487,0.046,0.000,0.002
0.157,0.854,0.667,1.000,2.000,0.141,0.298,0.488,0.420,0.115,0.037
0.074,0.427,0.355,1.000,1.000,0.119,0.298,0.483,0.258,0.033,0.076
0.003,0.500,0.555,1.000,1.000,0.119,0.018,0.485,0.221,0.071,0.056
0.145,0.702,0.662,1.000,3.000,0.141,0.175,0.432,0.408,0.082,0.168
0.051,0.124,0.470,1.000,1.000,0.119,0.088,0.169,0.129,0.038,0.178
0.250,0.501,0.365,1.000,1.000,0.141,0.000,0.431,0.168,0.049,0.038
0.064,0.546,0.571,1.000,2.000,0.151,0.246,0.453,0.412,0.131,0.080
0.063,0.630,0.589,1.000,1.000,0.130,0.035,0.327,0.325,0.120,0.023
0.292,0.386,0.169,1.000,1.000,0.205,0.140,0.413,0.173,0.022,0.282
0.097,0.680,0.705,1.000,1.000,0.119,0.070,0.512,0.233,0.055,0.053
0.048,0.574,0.715,1.000,1.000,0.108,0.070,0.407,0.139,0.208,0.254
0.068,0.755,0.742,1.000,1.000,0.157,0.088,0.566,0.312,0.033,0.078
0.089,0.461,0.372,1.000,1.000,0.114,0.035,0.517,0.060,0.077,0.098
0.087,0.064,0.396,1.000,1.000,0.178,0.053,0.543,0.013,0.022,0.008
0.081,0.348,0.512,1.000,3.000,0.205,0.158,0.425,0.415,0.142,0.140
0.122,0.385,0.430,1.000,1.000,0.162,0.193,0.481,0.296,0.038,0.063
0.570,0.294,0.476,1.000,1.000,0.092,0.000,0.481,0.202,0.066,0.025
0.449,0.638,0.858,1.000,2.000,0.135,0.298,0.406,0.449,0.202,0.108
0.041,0.597,0.529,1.000,1.000,0.157,0.140,0.401,0.380,0.027,0.047
0.897,0.753,0.682,1.000,3.000,0.189,0.175,0.440,0.490,0.142,0.088
0.263,0.527,0.125,1.000,1.000,0.076,0.211,0.390,0.349,0.153,0.073
0.154,0.717,0.430,1.000,1.000,0.168,0.123,0.562,0.290,0.022,0.043
0.069,0.398,0.090,1.000,1.000,0.168,0.070,0.425,0.010,0.044,0.327
0.338,0.516,0.307,1.000,1.000,0.168,0.018,0.369,0.050,0.033,0.095
0.154,0.694,0.138,1.000,1.000,0.108,0.018,0.256,0.226,0.033,0.219
0.134,0.410,0.507,1.000,1.000,0.162,0.018,0.505,0.337,0.049,0.027
0.068,0.444,0.569,1.000,1.000,0.189,0.211,0.517,0.283,0.148,0.065
0.115,0.560,0.308,1.000,1.000,0.141,0.316,0.484,0.274,0.044,0.018
0.062,0.592,0.486,1.000,1.000,0.141,0.070,0.583,0.300,0.011,0.010
0.071,0.555,0.496,1.000,0.000,0.151,0.070,0.158,0.311,0.284,0.385
0.073,0.489,0.132,1.000,1.000,0.130,0.018,0.405,0.055,0.055,0.121
0.133,0.545,0.386,1.000,1.000,0.130,0.070,0.558,0.041,0.044,0.201
0.055,0.774,0.425,1.000,1.000,0.151,0.088,0.478,0.145,0.005,0.015
0.029,0.586,0.272,1.000,1.000,0.173,0.351,0.618,0.221,0.027,0.035
0.068,0.480,0.176,1.000,1.000,0.119,0.018,0.544,0.282,0.011,0.040
0.023,0.665,0.365,1.000,1.000,0.168,0.105,0.548,0.107,0.000,0.018
0.283,0.663,0.588,1.000,1.000,0.168,0.070,0.481,0.251,0.011,0.073
0.018,0.534,0.347,1.000,1.000,0.157,0.088,0.558,0.084,0.016,0.042
0.066,0.396,0.822,1.000,3.000,0.189,0.211,0.546,0.494,0.098,0.096
0.003,0.370,0.484,1.000,1.000,0.141,0.228,0.447,0.348,0.158,0.042
0.076,0.570,0.513,1.000,1.000,0.211,0.211,0.583,0.152,0.011,0.010
0.080,0.421,0.723,1.000,1.000,0.151,0.158,0.544,0.364,0.066,0.038
0.022,0.555,0.328,1.000,1.000,0.124,0.053,0.492,0.042,0.044,0.120
0.070,0.063,0.133,1.000,1.000,0.168,0.246,0.529,0.276,0.104,0.073
0.228,0.658,0.809,1.000,1.000,0.157,0.105,0.509,0.168,0.077,0.203
1.000,0.809,0.603,1.000,2.000,0.232,0.211,0.649,0.367,0.219,0.002
0.097,0.380,0.372,1.000,1.000,0.114,0.211,0.545,0.116,0.038,0.080
0.351,0.612,0.546,1.000,2.000,0.168,0.211,0.523,0.417,0.120,0.007
0.073,0.665,0.348,1.000,1.000,0.151,0.070,0.165,0.079,0.104,0.012
0.081,0.228,0.415,1.000,1.000,0.146,0.070,0.623,0.182,0.038,0.008
0.032,0.538,0.746,1.000,1.000,0.178,0.175,0.526,0.231,0.098,0.008
0.059,0.537,0.400,1.000,2.000,0.157,0.351,0.566,0.453,0.005,0.018
0.004,0.360,0.862,1.000,1.000,0.130,0.211,0.468,0.120,0.087,0.055
0.892,0.835,0.525,1.000,1.000,0.119,0.105,0.382,0.332,0.120,0.073
0.011,0.837,0.566,1.000,0.000,0.108,0.439,0.363,0.004,0.186,0.354
0.069,0.361,0.526,1.000,1.000,0.130,0.211,0.522,0.244,0.044,0.055
0.056,0.460,0.621,1.000,1.000,0.162,0.158,0.573,0.097,0.027,0.020
0.111,0.461,0.446,1.000,1.000,0.151,0.035,0.457,0.135,0.044,0.037
0.262,0.273,0.197,1.000,1.000,0.146,0.018,0.620,0.286,0.000,0.020
0.057,0.655,0.490,1.000,2.000,0.157,0.404,0.429,0.367,0.126,0.091
0.075,0.445,0.401,1.000,1.000,0.189,0.211,0.433,0.189,0.044,0.020
0.005,0.372,0.430,1.000,1.000,0.130,0.123,0.216,0.103,0.087,0.234
0.129,0.377,0.399,1.000,1.000,0.157,0.123,0.483,0.207,0.027,0.091
0.073,0.592,0.420,1.000,0.000,0.146,0.193,0.083,0.228,0.131,0.390
0.072,0.301,0.252,1.000,1.000,0.119,0.053,0.425,0.135,0.077,0.151
0.757,0.352,0.147,1.000,1.000,0.119,0.035,0.568,0.001,0.011,0.047
0.199,0.497,0.525,1.000,1.000,0.173,0.175,0.266,0.125,0.126,0.179
0.013,0.550,0.386,1.000,1.000,0.124,0.088,0.408,0.011,0.060,0.038
0.269,0.310,0.421,1.000,1.000,0.086,0.123,0.379,0.221,0.082,0.179
0.093,0.189,0.384,1.000,0.000,0.043,0.140,0.051,0.244,0.224,0.349
0.086,0.525,0.609,1.000,2.000,0.243,0.386,0.506,0.357,0.044,0.030
0.001,0.404,0.242,1.000,1.000,0.146,0.123,0.509,0.068,0.033,0.002
0.050,0.548,0.139,1.000,1.000,0.108,0.018,0.540,0.082,0.033,0.090
0.133,0.587,0.289,1.000,1.000,0.168,0.035,0.393,0.038,0.148,0.108
0.103,0.630,0.624,1.000,1.000,0.195,0.105,0.414,0.279,0.055,0.032
0.043,0.535,0.625,1.000,1.000,0.232,0.035,0.463,0.213,0.033,0.047
0.237,0.613,0.322,1.000,1.000,0.205,0.175,0.452,0.140,0.153,0.108
0.074,0.600,0.377,1.000,1.000,0.151,0.070,0.558,0.088,0.071,0.008
0.074,0.570,0.434,1.000,1.000,0.076,0.018,0.240,0.005,0.098,0.201
0.076,0.433,0.448,1.000,1.000,0.130,0.070,0.580,0.097,0.027,0.012
0.154,0.518,0.366,1.000,1.000,0.195,0.123,0.457,0.050,0.104,0.206
0.070,0.508,0.560,1.000,1.000,0.162,0.281,0.506,0.253,0.038,0.045
0.008,0.405,0.137,1.000,1.000,0.103,0.105,0.602,0.111,0.044,0.078
0.057,0.619,0.364,1.000,1.000,0.146,0.018,0.518,0.161,0.044,0.058
0.130,0.318,0.411,1.000,0.000,0.135,0.035,0.305,0.057,0.077,0.419
0.075,0.449,0.459,1.000,1.000,0.168,0.193,0.342,0.061,0.022,0.056
0.116,0.729,0.222,1.000,1.000,0.124,0.140,0.362,0.091,0.027,0.022
0.017,0.690,0.602,1.000,2.000,0.151,0.263,0.522,0.422,0.060,0.040
0.436,0.691,0.250,1.000,1.000,0.135,0.175,0.487,0.010,0.044,0.005
0.044,0.405,0.254,1.000,1.000,0.130,0.193,0.515,0.219,0.049,0.022
0.207,0.581,0.525,1.000,1.000,0.059,0.105,0.515,0.344,0.038,0.056
0.049,0.772,0.674,1.000,2.000,0.146,0.351,0.365,0.355,0.016,0.126
0.081,0.536,0.270,1.000,1.000,0.103,0.158,0.323,0.241,0.131,0.010
0.019,0.401,0.190,1.000,1.000,0.146,0.105,0.547,0.102,0.049,0.025
0.045,0.480,0.289,1.000,1.000,0.135,0.035,0.392,0.129,0.027,0.279
0.002,0.536,0.373,1.000,1.000,0.097,0.018,0.520,0.198,0.011,0.080
0.045,0.558,0.446,1.000,1.000,0.189,0.000,0.450,0.151,0.131,0.100
0.127,0.593,0.034,1.000,3.000,0.114,0.018,0.586,0.434,0.011,0.164
0.127,0.432,0.522,1.000,1.000,0.184,0.281,0.422,0.286,0.115,0.171
0.068,0.706,0.472,1.000,4.000,0.205,0.070,0.321,0.217,0.251,0.243
0.065,0.551,0.525,1.000,1.000,0.205,0.000,0.588,0.292,0.005,0.051
0.202,0.503,0.266,1.000,1.000,0.157,0.035,0.681,0.126,0.055,0.038
0.206,0.343,0.599,1.000,1.000,0.173,0.140,0.350,0.194,0.148,0.055
0.352,0.600,0.443,1.000,1.000,0.227,0.298,0.526,0.292,0.005,0.005
0.313,0.724,0.142,1.000,1.000,0.092,0.140,0.616,0.064,0.022,0.096
0.040,0.855,0.592,1.000,1.000,0.141,0.316,0.431,0.239,0.027,0.150
0.002,0.428,0.501,1.000,1.000,0.232,0.018,0.553,0.037,0.055,0.003
0.130,0.508,0.466,1.000,1.000,0.124,0.035,0.476,0.198,0.098,0.055
0.078,0.471,0.214,1.000,1.000,0.119,0.158,0.533,0.092,0.016,0.040
0.289,0.489,0.352,1.000,1.000,0.130,0.053,0.538,0.173,0.033,0.090
0.002,0.674,0.515,1.000,2.000,0.114,0.298,0.317,0.464,0.142,0.108
0.124,0.499,0.518,1.000,1.000,0.141,0.246,0.380,0.332,0.022,0.096
0.131,0.407,0.370,1.000,1.000,0.162,0.298,0.468,0.180,0.005,0.075
0.082,0.554,0.483,1.000,1.000,0.146,0.158,0.552,0.191,0.016,0.086
0.079,0.422,0.361,1.000,1.000,0.168,0.158,0.480,0.001,0.055,0.050
0.203,0.528,0.290,1.000,1.000,0.173,0.088,0.544,0.093,0.055,0.017
0.952,0.362,0.568,1.000,2.000,0.124,0.333,0.391,0.304,0.208,0.012
0.069,0.659,0.379,1.000,1.000,0.141,0.053,0.415,0.088,0.060,0.286
0.002,0.509,0.365,1.000,1.000,0.135,0.246,0.450,0.105,0.016,0.063
0.009,0.560,0.246,1.000,1.000,0.151,0.175,0.420,0.297,0.011,0.085
0.375,0.607,0.508,1.000,1.000,0.168,0.070,0.488,0.209,0.033,0.000
0.041,0.588,0.462,1.000,1.000,0.146,0.088,0.515,0.184,0.044,0.003
0.072,0.423,0.799,1.000,1.000,0.168,0.211,0.543,0.374,0.082,0.015
0.057,0.405,0.545,1.000,1.000,0.162,0.018,0.338,0.222,0.098,0.224
0.081,0.529,0.617,1.000,1.000,0.135,0.281,0.467,0.205,0.049,0.093
0.050,0.729,0.576,1.000,1.000,0.151,0.298,0.490,0.321,0.011,0.037
0.093,0.650,0.480,1.000,1.000,0.173,0.281,0.489,0.292,0.016,0.096
0.894,0.487,0.564,1.000,1.000,0.124,0.088,0.502,0.214,0.011,0.081
0.009,0.604,0.223,1.000,2.000,0.189,0.316,0.478,0.409,0.011,0.108
0.134,0.602,0.060,1.000,1.000,0.157,0.281,0.673,0.195,0.060,0.118
0.074,0.706,0.173,1.000,1.000,0.151,0.228,0.432,0.288,0.022,0.101
0.189,0.457,0.873,1.000,1.000,0.157,0.105,0.343,0.305,0.082,0.071
0.365,0.108,0.399,1.000,1.000,0.162,0.263,0.466,0.269,0.109,0.003
0.042,0.927,0.727,1.000,2.000,0.130,0.404,0.441,0.205,0.109,0.164
0.025,0.468,0.462,1.000,1.000,0.130,0.158,0.551,0.219,0.016,0.103
0.337,0.425,0.476,1.000,1.000,0.184,0.105,0.478,0.098,0.000,0.071
0.210,0.297,0.466,1.000,4.000,0.114,0.263,0.240,0.219,0.208,0.213
0.050,0.536,0.626,1.000,1.000,0.238,0.211,0.524,0.316,0.038,0.078
0.345,0.330,0.317,1.000,1.000,0.211,0.035,0.537,0.120,0.027,0.032
0.138,0.782,0.527,1.000,1.000,0.162,0.070,0.450,0.269,0.077,0.047
0.076,0.512,0.690,1.000,1.000,0.114,0.070,0.441,0.233,0.224,0.027
0.258,0.405,0.204,1.000,1.000,0.141,0.070,0.488,0.250,0.011,0.032
0.055,0.568,0.707,1.000,1.000,0.157,0.053,0.498,0.348,0.098,0.032
0.075,0.694,0.486,1.000,4.000,0.108,0.123,0.127,0.239,0.148,0.181
0.127,0.763,0.550,1.000,1.000,0.227,0.246,0.459,0.239,0.038,0.030
0.067,0.602,0.483,1.000,1.000,0.135,0.088,0.585,0.202,0.044,0.048
0.061,0.409,0.198,1.000,1.000,0.168,0.105,0.558,0.115,0.038,0.045
0.064,0.506,0.480,1.000,0.000,0.108,0.053,0.055,0.051,0.120,0.234
0.069,0.458,0.557,1.000,1.000,0.173,0.228,0.499,0.106,0.011,0.088
0.024,0.386,0.403,1.000,1.000,0.146,0.123,0.354,0.010,0.055,0.022
0.083,0.555,0.404,1.000,1.000,0.162,0.123,0.611,0.332,0.071,0.028
0.117,0.456,0.497,1.000,1.000,0.130,0.246,0.448,0.291,0.044,0.070
0.757,0.274,0.162,1.000,1.000,0.130,0.053,0.519,0.048,0.033,0.012
0.071,0.465,0.411,1.000,1.000,0.162,0.158,0.498,0.091,0.055,0.045
0.130,0.619,0.265,1.000,1.000,0.195,0.053,0.501,0.031,0.022,0.078
0.087,0.715,0.420,1.000,1.000,0.157,0.088,0.533,0.312,0.077,0.017
0.074,0.668,0.315,1.000,1.000,0.151,0.281,0.506,0.327,0.000,0.051
0.073,0.535,0.539,1.000,1.000,0.173,0.088,0.536,0.119,0.022,0.042
0.046,0.662,0.362,1.000,1.000,0.162,0.123,0.454,0.102,0.060,0.080
0.084,0.628,0.535,1.000,1.000,0.178,0.088,0.384,0.099,0.011,0.033
0.095,0.530,0.169,1.000,2.000,0.108,0.404,0.508,0.304,0.033,0.047
0.224,0.640,0.476,1.000,2.000,0.059,0.281,0.604,0.385,0.055,0.055
0.125,0.338,0.634,1.000,2.000,0.238,0.404,0.548,0.170,0.169,0.010
0.054,0.565,0.452,1.000,1.000,0.157,0.281,0.560,0.306,0.022,0.043
0.148,0.538,0.358,1.000,2.000,0.205,0.333,0.512,0.453,0.060,0.066
0.143,0.601,0.470,1.000,1.000,0.151,0.316,0.365,0.269,0.044,0.123
0.007,0.539,0.659,1.000,1.000,0.130,0.193,0.396,0.204,0.055,0.091
0.056,0.435,0.290,1.000,1.000,0.211,0.018,0.380,0.102,0.033,0.121
0.138,0.482,0.362,1.000,1.000,0.146,0.018,0.533,0.194,0.022,0.063
0.076,0.434,0.135,1.000,1.000,0.189,0.158,0.639,0.272,0.038,0.042
0.209,0.369,0.358,1.000,1.000,0.168,0.386,0.532,0.159,0.027,0.045
0.049,0.428,0.459,1.000,1.000,0.059,0.263,0.510,0.288,0.071,0.047
0.492,0.563,0.686,1.000,4.000,0.059,0.088,0.268,0.328,0.290,0.146
0.014,0.734,0.443,1.000,1.000,0.162,0.105,0.496,0.179,0.011,0.043
0.763,0.659,0.338,1.000,1.000,0.178,0.105,0.588,0.283,0.038,0.051
0.082,0.453,0.179,1.000,1.000,0.141,0.035,0.480,0.045,0.033,0.125
0.227,0.375,0.218,1.000,1.000,0.141,0.088,0.628,0.088,0.060,0.213
0.092,0.663,0.501,1.000,1.000,0.151,0.000,0.301,0.031,0.169,0.193
0.346,0.367,0.128,1.000,1.000,0.097,0.140,0.585,0.170,0.082,0.035
0.195,0.337,0.398,1.000,1.000,0.162,0.158,0.536,0.302,0.033,0.025
0.052,0.276,0.607,1.000,1.000,0.162,0.088,0.322,0.051,0.016,0.168
0.205,0.550,0.757,1.000,1.000,0.184,0.175,0.526,0.126,0.137,0.012
0.093,0.623,0.419,1.000,1.000,0.151,0.123,0.597,0.173,0.016,0.022
0.118,0.564,0.377,1.000,1.000,0.135,0.088,0.407,0.204,0.011,0.051
0.073,0.591,0.239,1.000,1.000,0.124,0.018,0.347,0.273,0.005,0.201
0.060,0.474,0.247,1.000,1.000,0.162,0.281,0.657,0.047,0.005,0.068
0.130,0.481,0.428,1.000,1.000,0.168,0.018,0.438,0.158,0.115,0.010
0.010,0.207,0.162,1.000,1.000,0.119,0.158,0.456,0.122,0.077,0.126
0.349,0.484,0.170,1.000,1.000,0.135,0.105,0.294,0.130,0.093,0.203
0.131,0.560,0.180,1.000,1.000,0.151,0.035,0.413,0.240,0.126,0.166
0.004,0.608,0.759,1.000,1.000,0.135,0.140,0.363,0.213,0.126,0.121
0.062,0.305,0.705,1.000,1.000,0.141,0.316,0.509,0.321,0.005,0.075
0.187,0.783,0.804,1.000,1.000,0.189,0.123,0.434,0.379,0.169,0.038
0.066,0.364,0.603,1.000,2.000,0.173,0.386,0.407,0.397,0.038,0.110
0.002,0.593,0.582,1.000,1.000,0.178,0.140,0.468,0.149,0.115,0.032
0.063,0.396,0.541,1.000,1.000,0.173,0.281,0.455,0.314,0.011,0.076
0.090,0.674,0.343,1.000,1.000,0.200,0.281,0.392,0.337,0.066,0.096
0.051,0.520,0.132,1.000,1.000,0.184,0.211,0.600,0.170,0.005,0.017
0.475,0.433,0.113,1.000,1.000,0.130,0.035,0.585,0.026,0.022,0.035
0.196,0.161,0.434,1.000,1.000,0.162,0.368,0.596,0.176,0.033,0.047
0.131,0.414,0.300,1.000,2.000,0.200,0.333,0.562,0.385,0.033,0.040
0.049,0.817,0.592,1.000,1.000,0.151,0.088,0.446,0.327,0.093,0.076
0.161,0.542,0.282,1.000,1.000,0.124,0.000,0.320,0.102,0.087,0.007
0.333,0.744,0.397,1.000,1.000,0.151,0.105,0.417,0.237,0.022,0.125
0.118,0.371,0.219,1.000,1.000,0.119,0.035,0.461,0.241,0.044,0.055
0.056,0.390,0.468,1.000,1.000,0.157,0.070,0.537,0.199,0.011,0.010
0.122,0.307,0.306,1.000,1.000,0.189,0.211,0.538,0.194,0.000,0.061
0.087,0.532,0.550,1.000,1.000,0.141,0.298,0.530,0.130,0.000,0.047
0.087,0.772,0.262,1.000,1.000,0.173,0.175,0.552,0.115,0.049,0.111
0.058,0.252,0.533,1.000,1.000,0.238,0.123,0.412,0.227,0.033,0.022
0.072,0.506,0.520,1.000,4.000,0.124,0.140,0.310,0.383,0.290,0.203
0.205,0.668,0.105,1.000,4.000,0.038,0.053,0.210,0.276,0.268,0.186
0.082,0.607,0.584,1.000,1.000,0.151,0.000,0.450,0.079,0.087,0.159
0.139,0.571,0.414,1.000,0.000,0.108,0.123,0.245,0.061,0.011,0.347
0.043,0.502,0.462,1.000,1.000,0.141,0.211,0.655,0.041,0.044,0.027
0.353,0.519,0.666,1.000,1.000,0.200,0.211,0.410,0.321,0.093,0.030
0.142,0.555,0.008,1.000,3.000,0.081,0.018,0.413,0.444,0.087,0.027
0.076,0.466,0.394,1.000,1.000,0.141,0.105,0.495,0.045,0.027,0.015
0.265,0.516,0.577,1.000,1.000,0.130,0.018,0.518,0.260,0.033,0.012
0.069,0.618,0.600,1.000,1.000,0.157,0.105,0.414,0.302,0.022,0.128
0.553,0.558,0.528,1.000,1.000,0.130,0.175,0.599,0.277,0.011,0.040
0.058,0.516,0.412,1.000,1.000,0.114,0.088,0.375,0.071,0.126,0.151
0.073,0.652,0.582,1.000,1.000,0.151,0.193,0.673,0.120,0.022,0.056
0.205,0.614,0.386,1.000,2.000,0.141,0.333,0.574,0.329,0.027,0.060
0.094,0.282,0.242,1.000,1.000,0.141,0.105,0.447,0.069,0.000,0.236
0.068,0.669,0.341,1.000,1.000,0.135,0.018,0.522,0.134,0.055,0.038
0.184,0.448,0.352,1.000,1.000,0.119,0.018,0.466,0.158,0.011,0.085
0.205,0.536,0.577,1.000,2.000,0.189,0.281,0.525,0.469,0.120,0.091
0.059,0.524,0.505,1.000,1.000,0.195,0.228,0.478,0.300,0.044,0.040
0.072,0.460,0.402,1.000,1.000,0.108,0.368,0.362,0.143,0.071,0.287
0.624,0.401,0.617,1.000,1.000,0.205,0.123,0.308,0.267,0.066,0.159
0.064,0.566,0.342,1.000,1.000,0.119,0.351,0.614,0.272,0.011,0.115
0.325,0.493,0.282,1.000,1.000,0.103,0.035,0.427,0.181,0.120,0.101
0.070,0.561,0.507,1.000,1.000,0.141,0.053,0.456,0.045,0.038,0.018
0.145,0.621,0.035,1.000,1.000,0.043,0.088,0.446,0.324,0.049,0.231
0.048,0.675,0.664,1.000,2.000,0.195,0.579,0.557,0.370,0.077,0.047
0.010,0.375,0.176,1.000,1.000,0.130,0.035,0.578,0.232,0.044,0.037
0.059,0.278,0.416,1.000,1.000,0.195,0.035,0.539,0.408,0.027,0.038
0.081,0.501,0.471,1.000,1.000,0.195,0.123,0.484,0.177,0.180,0.022
0.062,0.678,0.668,1.000,1.000,0.200,0.263,0.483,0.319,0.011,0.096
0.057,0.566,0.268,1.000,1.000,0.168,0.140,0.547,0.217,0.060,0.037
0.002,0.520,0.525,1.000,1.000,0.114,0.035,0.527,0.200,0.044,0.053
0.046,0.551,0.375,1.000,1.000,0.157,0.018,0.494,0.055,0.060,0.042
0.100,0.337,0.304,1.000,1.000,0.168,0.351,0.503,0.250,0.098,0.010
0.080,0.530,0.343,1.000,2.000,0.146,0.491,0.538,0.499,0.093,0.051
0.058,0.392,0.398,1.000,1.000,0.189,0.088,0.579,0.131,0.011,0.012
0.072,0.494,0.713,1.000,1.000,0.130,0.053,0.347,0.156,0.148,0.035
0.160,0.402,0.170,1.000,1.000,0.189,0.105,0.533,0.117,0.038,0.047
0.073,0.512,0.197,1.000,1.000,0.130,0.246,0.599,0.188,0.011,0.038
0.048,0.602,0.505,1.000,1.000,0.114,0.140,0.454,0.223,0.077,0.065
0.062,0.606,0.565,1.000,1.000,0.162,0.246,0.413,0.129,0.038,0.055
0.014,0.500,0.225,1.000,1.000,0.141,0.123,0.576,0.048,0.005,0.047
0.141,0.570,0.343,1.000,1.000,0.168,0.088,0.660,0.247,0.016,0.048
0.076,0.583,0.749,1.000,2.000,0.135,0.281,0.523,0.487,0.268,0.050
0.260,0.595,0.358,1.000,1.000,0.135,0.035,0.512,0.179,0.022,0.296
0.115,0.530,0.194,1.000,1.000,0.195,0.175,0.392,0.106,0.087,0.181
0.069,0.367,0.723,1.000,2.000,0.151,0.421,0.496,0.338,0.016,0.116
0.098,0.452,0.640,1.000,1.000,0.157,0.211,0.607,0.319,0.027,0.085
0.084,0.411,0.810,1.000,2.000,0.184,0.561,0.579,0.343,0.033,0.040
0.027,0.309,0.374,1.000,1.000,0.130,0.281,0.456,0.288,0.055,0.022
0.001,0.403,0.420,1.000,1.000,0.157,0.018,0.601,0.159,0.011,0.002
0.064,0.480,0.196,1.000,1.000,0.108,0.070,0.389,0.177,0.049,0.091
0.061,0.704,0.749,1.000,2.000,0.119,0.298,0.490,0.485,0.044,0.081
0.131,0.582,0.351,1.000,1.000,0.184,0.175,0.397,0.195,0.000,0.063
0.065,0.445,0.304,1.000,2.000,0.178,0.316,0.435,0.381,0.071,0.081
0.239,0.490,0.571,1.000,1.000,0.141,0.175,0.320,0.088,0.131,0.015
0.083,0.515,0.674,1.000,2.000,0.162,0.386,0.390,0.389,0.044,0.133
0.073,0.570,0.343,1.000,1.000,0.157,0.018,0.525,0.009,0.033,0.027
0.295,0.573,0.596,1.000,2.000,0.249,0.228,0.580,0.499,0.175,0.043
0.140,0.513,0.497,1.000,2.000,0.211,0.456,0.530,0.352,0.093,0.045
0.091,0.461,0.600,1.000,2.000,0.205,0.246,0.524,0.416,0.082,0.086
0.046,0.729,0.226,1.000,1.000,0.065,0.053,0.198,0.173,0.060,0.133
0.148,0.508,0.300,1.000,1.000,0.168,0.070,0.580,0.103,0.011,0.032
0.070,0.686,0.271,1.000,1.000,0.168,0.070,0.476,0.195,0.098,0.030
0.122,0.500,0.814,1.000,2.000,0.227,0.316,0.489,0.284,0.142,0.035
0.191,0.605,0.601,1.000,1.000,0.135,0.070,0.338,0.223,0.104,0.123
0.113,0.721,0.571,1.000,2.000,0.200,0.281,0.470,0.365,0.120,0.005
0.066,0.488,0.465,1.000,1.000,0.146,0.175,0.561,0.246,0.022,0.083
0.139,0.621,0.414,1.000,1.000,0.119,0.105,0.439,0.231,0.011,0.148
0.233,0.611,0.247,1.000,1.000,0.135,0.193,0.510,0.134,0.082,0.252
0.200,0.471,0.173,1.000,1.000,0.178,0.018,0.681,0.327,0.011,0.120
0.194,0.587,0.144,1.000,1.000,0.135,0.105,0.487,0.023,0.109,0.081
0.112,0.552,0.604,1.000,1.000,0.195,0.246,0.509,0.346,0.027,0.047
0.095,0.314,0.321,1.000,1.000,0.178,0.246,0.533,0.390,0.033,0.051
0.057,0.582,0.669,1.000,1.000,0.216,0.105,0.524,0.293,0.022,0.015
0.299,0.473,0.070,1.000,1.000,0.070,0.123,0.634,0.119,0.038,0.023
0.077,0.565,0.403,1.000,1.000,0.114,0.123,0.371,0.096,0.071,0.267
0.116,0.405,0.466,1.000,0.000,0.124,0.035,0.070,0.135,0.131,0.339
0.087,0.652,0.429,1.000,1.000,0.151,0.000,0.249,0.003,0.055,0.148
0.076,0.624,0.537,1.000,1.000,0.130,0.070,0.468,0.125,0.011,0.203
0.046,0.523,0.350,1.000,1.000,0.151,0.035,0.397,0.138,0.005,0.148
0.005,0.249,0.247,1.000,1.000,0.141,0.456,0.477,0.159,0.000,0.093
0.085,0.479,0.547,1.000,1.000,0.168,0.123,0.452,0.119,0.011,0.101
0.044,0.690,0.592,1.000,1.000,0.157,0.175,0.530,0.281,0.033,0.066
0.124,0.144,0.637,1.000,1.000,0.178,0.123,0.476,0.128,0.016,0.106
0.061,0.747,0.430,1.000,2.000,0.162,0.509,0.491,0.457,0.164,0.025
0.124,0.509,0.357,1.000,1.000,0.157,0.105,0.481,0.128,0.016,0.030
0.066,0.677,0.171,1.000,1.000,0.157,0.193,0.172,0.263,0.038,0.196
0.058,0.606,0.309,1.000,2.000,0.151,0.386,0.632,0.393,0.011,0.012
0.070,0.845,0.344,1.000,1.000,0.097,0.246,0.560,0.024,0.000,0.017
0.191,0.384,0.214,1.000,1.000,0.184,0.070,0.553,0.332,0.044,0.027
0.075,0.473,0.342,1.000,1.000,0.157,0.281,0.508,0.309,0.022,0.095
0.286,0.356,0.423,1.000,1.000,0.119,0.070,0.581,0.263,0.016,0.033
0.028,0.364,0.614,1.000,1.000,0.189,0.298,0.334,0.179,0.071,0.156
0.082,0.587,0.348,1.000,1.000,0.157,0.018,0.576,0.106,0.000,0.042
0.063,0.646,0.310,1.000,1.000,0.189,0.088,0.487,0.217,0.055,0.123
0.075,0.591,0.591,1.000,1.000,0.178,0.053,0.429,0.116,0.033,0.028
0.063,0.638,0.369,1.000,0.000,0.119,0.175,0.041,0.013,0.120,0.186
0.150,0.282,0.166,1.000,1.000,0.157,0.035,0.636,0.004,0.087,0.065
0.088,0.807,0.150,1.000,1.000,0.119,0.140,0.405,0.046,0.022,0.015
